id,model,year,transmission,mileage,fueltype,mpg,enginesize
6065, Q3,2019,Manual,500,Petrol,40.9,1.5
6066, Q7,2017,Semi-Auto,36542,Diesel,47.9,3
6067, Q2,2019,Automatic,3694,Petrol,33.2,2
6068, Q2,2019,Automatic,9161,Petrol,33.2,2
6069, Q3,2019,Manual,4288,Petrol,39.8,1.5
6070, Q3,2019,Automatic,4303,Petrol,32.1,2
6071, A3,2019,Semi-Auto,5906,Petrol,34.5,2
6072, A5,2019,Automatic,500,Petrol,40.4,2
6073, A4,2019,Automatic,500,Diesel,50.4,2
6074, A4,2019,Automatic,4904,Diesel,47.9,2
6075, Q5,2019,Semi-Auto,6243,Diesel,32.5,3
6076, A4,2019,Semi-Auto,1425,Petrol,38.7,2
6077, A5,2020,Semi-Auto,5000,Diesel,47.1,2
6078, A5,2020,Semi-Auto,5000,Diesel,50.4,2
6079, A3,2015,Semi-Auto,18682,Petrol,39.8,2
6080, Q7,2018,Semi-Auto,26890,Diesel,47.9,3
6081, Q3,2017,Semi-Auto,19921,Petrol,42.2,2
6082, A1,2017,Manual,22488,Petrol,67.3,1
6083, Q3,2017,Semi-Auto,17914,Petrol,47.9,1.4
6084, Q5,2019,Semi-Auto,11065,Diesel,38.2,2
6085, A5,2020,Semi-Auto,3000,Petrol,39.8,2
6086, A4,2019,Automatic,5000,Diesel,39.8,3
6087, Q7,2019,Automatic,3000,Diesel,33.2,3
6088, Q3,2019,Manual,3000,Petrol,40.9,1.5
6089, A5,2019,Semi-Auto,3000,Petrol,40.4,2
6090, A3,2019,Semi-Auto,3000,Petrol,40.9,2
6091, A6,2019,Automatic,5000,Diesel,37.7,3
6092, Q3,2019,Semi-Auto,10594,Petrol,31.7,2
6093, Q5,2020,Semi-Auto,3000,Diesel,38.2,2
6094, Q3,2016,Semi-Auto,29794,Petrol,47.9,1.4
6095, Q3,2019,Semi-Auto,3000,Petrol,32.1,2
6096, A4,2019,Automatic,5500,Diesel,40.9,3
6097, A6,2019,Automatic,6000,Diesel,50.4,2
6098, A4,2019,Automatic,4500,Diesel,48.7,2
6099, A1,2020,Semi-Auto,3000,Petrol,44.8,1
6100, A1,2020,Semi-Auto,3000,Petrol,44.8,1
6101, A5,2020,Semi-Auto,3000,Petrol,40.4,2
6102, A5,2014,Semi-Auto,39018,Diesel,53.3,2
6103, RS5,2019,Automatic,9108,Petrol,29.7,2.9
6104, A5,2020,Semi-Auto,5000,Petrol,39.8,2
6105, A4,2019,Automatic,7000,Diesel,48.7,2
6106, A1,2017,Semi-Auto,13458,Petrol,56.5,1.4
6107, A5,2017,Semi-Auto,52600,Diesel,70.6,2
6108, Q5,2019,Semi-Auto,5614,Diesel,38.2,2
6109, A3,2019,Semi-Auto,2346,Diesel,50.4,2
6110, A7,2019,Automatic,3000,Diesel,47.1,2
6111, A5,2019,Automatic,2200,Diesel,50.4,2
6112, Q7,2019,Automatic,11586,Diesel,32.8,3
6113, Q5,2016,Semi-Auto,40063,Diesel,47.1,2
6114, Q2,2019,Automatic,6093,Petrol,33.2,2
6115, A4,2019,Automatic,5000,Petrol,38.2,2
6116, A6,2019,Semi-Auto,9151,Petrol,34,2
6117, A6,2017,Semi-Auto,34000,Diesel,61.4,2
6118, Q5,2020,Semi-Auto,215,Diesel,34.5,3
6119, Q2,2017,Manual,51663,Petrol,50.4,1.4
6120, A5,2019,Semi-Auto,7126,Diesel,50.4,2
6121, Q2,2017,Manual,23840,Petrol,50.4,1.4
6122, A1,2017,Manual,19000,Petrol,55.4,1.4
6123, RS5,2017,Semi-Auto,18630,Petrol,32.5,2.9
6124, A4,2020,Semi-Auto,3000,Petrol,39.2,2
6125, A1,2020,Semi-Auto,3000,Petrol,44.8,1.5
6126, Q3,2019,Semi-Auto,5476,Petrol,31,2
6127, TT,2020,Semi-Auto,1015,Petrol,37.7,2
6128, A5,2019,Automatic,8815,Diesel,51.4,2
6129, Q2,2020,Semi-Auto,1015,Petrol,34.5,2
6130, A3,2019,Semi-Auto,7987,Petrol,34.9,2
6131, A6,2019,Automatic,6315,Diesel,50.4,2
6132, Q3,2014,Semi-Auto,33178,Diesel,47.9,2
6133, A1,2019,Semi-Auto,6191,Petrol,40.9,2
6134, A1,2019,Semi-Auto,4977,Petrol,40.9,2
6135, A5,2019,Semi-Auto,8275,Diesel,44.8,2
6136, Q5,2019,Semi-Auto,9683,Diesel,38.2,2
6137, A5,2019,Automatic,5415,Petrol,40.4,2
6138, TT,2016,Manual,37730,Petrol,47.1,1.8
6139, Q5,2019,Semi-Auto,5089,Diesel,38.2,2
6140, A6,2014,Semi-Auto,50100,Diesel,64.2,2
6141, A1,2020,Semi-Auto,3515,Petrol,44.8,1.5
6142, A1,2017,Manual,13500,Petrol,57.6,1.4
6143, A3,2019,Semi-Auto,3399,Petrol,42.2,1.5
6144, A3,2019,Semi-Auto,9588,Petrol,42.2,1.5
6145, A3,2019,Semi-Auto,7341,Petrol,42.2,1.5
6146, A1,2019,Semi-Auto,1124,Petrol,44.8,1.5
6147, Q3,2019,Semi-Auto,972,Diesel,48.7,2
6148, Q7,2019,Semi-Auto,9390,Diesel,33.2,3
6149, Q5,2019,Semi-Auto,7203,Diesel,55.4,2
6150, A5,2019,Semi-Auto,701,Diesel,50.4,2
6151, Q5,2019,Semi-Auto,14668,Diesel,38.2,2
6152, A5,2020,Semi-Auto,7015,Petrol,39.8,2
6153, Q3,2019,Semi-Auto,1962,Petrol,31.4,2
6154, A4,2019,Semi-Auto,12350,Diesel,47.9,2
6155, A3,2020,Manual,5015,Diesel,53.3,1.6
6156, A1,2020,Semi-Auto,3015,Petrol,44.8,1
6157, Q3,2020,Semi-Auto,2015,Diesel,40.9,2
6158, TT,2020,Semi-Auto,5515,Petrol,35.3,2
6159, A4,2020,Semi-Auto,3515,Diesel,54.3,3
6160, Q3,2020,Semi-Auto,2015,Petrol,31.4,2
6161, Q3,2020,Manual,1015,Petrol,40.9,1.5
6162, A4,2020,Semi-Auto,4915,Petrol,40.9,2
6163, A3,2017,Manual,14815,Petrol,54.3,1.5
6164, Q7,2019,Automatic,5815,Diesel,33.6,3
6165, A5,2019,Automatic,4015,Diesel,48.7,2
6166, A4,2019,Automatic,5000,Petrol,39.8,2
6167, Q5,2019,Automatic,5015,Diesel,38.2,2
6168, A4,2019,Automatic,3215,Petrol,38.7,2
6169, A4,2019,Automatic,5015,Diesel,50.4,2
6170, A8,2018,Semi-Auto,7500,Diesel,50.4,3
6171, Q7,2018,Semi-Auto,12603,Diesel,32.1,3
6172, Q8,2019,Semi-Auto,5415,Diesel,33.6,3
6173, A7,2019,Semi-Auto,5658,Diesel,38.2,3
6174, Q8,2019,Semi-Auto,9991,Diesel,32.8,3
6175, A1,2019,Semi-Auto,3135,Petrol,44.8,1.5
6176, Q7,2017,Semi-Auto,30985,Diesel,48.7,3
6177, Q3,2017,Semi-Auto,28450,Petrol,47.9,1.4
6178, Q5,2018,Semi-Auto,21357,Diesel,55.4,2
6179, Q5,2016,Semi-Auto,28797,Diesel,42.8,3
6180, Q5,2019,Semi-Auto,8911,Diesel,38.2,2
6181, Q3,2018,Manual,19097,Petrol,49.6,1.4
6182, Q7,2019,Automatic,100,Diesel,33.6,3
6183, A4,2020,Semi-Auto,3700,Diesel,39.2,3
6184, A1,2018,Manual,9515,Petrol,55.4,1.4
6185, Q2,2019,Manual,7815,Diesel,47.9,1.6
6186, Q2,2019,Automatic,4515,Petrol,33.2,2
6187, A6,2019,Automatic,515,Diesel,37.7,3
6188, Q3,2019,Manual,4515,Petrol,40.9,1.5
6189, A6,2019,Automatic,6615,Diesel,47.9,2
6190, Q3,2019,Semi-Auto,8838,Diesel,48.7,2
6191, Q3,2019,Manual,4715,Petrol,40.9,1.5
6192, Q3,2019,Manual,6015,Petrol,40.9,1.5
6193, Q2,2018,Manual,8475,Petrol,52.3,1.4
6194, Q3,2018,Semi-Auto,29500,Petrol,47.9,1.4
6195, A3,2019,Semi-Auto,7508,Petrol,42.2,1.5
6196, A3,2019,Semi-Auto,6763,Petrol,34.5,2
6197, A5,2019,Semi-Auto,4945,Petrol,36.7,2
6198, Q5,2019,Semi-Auto,4322,Petrol,32.1,2
6199, Q3,2019,Semi-Auto,2451,Petrol,32.1,2
6200, A1,2020,Semi-Auto,2888,Petrol,44.8,1.5
6201, Q5,2019,Semi-Auto,9503,Diesel,32.5,3
6202, A3,2019,Semi-Auto,7230,Petrol,41.5,1.5
6203, Q2,2019,Manual,5015,Diesel,49.6,1.6
6204, A6,2019,Automatic,6015,Diesel,47.9,2
6205, A4,2019,Automatic,6722,Petrol,39.2,2
6206, A5,2019,Manual,815,Petrol,37.2,2
6207, A3,2019,Semi-Auto,2803,Petrol,42.2,1.5
6208, A1,2019,Semi-Auto,8078,Petrol,47.1,1
6209, Q2,2019,Semi-Auto,1427,Petrol,40.9,1.5
6210, A1,2019,Semi-Auto,2060,Petrol,44.8,1.5
6211, Q2,2017,Semi-Auto,22216,Petrol,54.3,1.4
6212, A7,2018,Semi-Auto,10500,Diesel,38.2,3
6213, A8,2018,Semi-Auto,2146,Diesel,50.4,3
6214, A1,2019,Semi-Auto,6063,Petrol,47.1,1
6215, Q5,2019,Automatic,5515,Diesel,38.2,2
6216, A6,2019,Automatic,11922,Diesel,47.9,2
6217, A5,2019,Automatic,2050,Petrol,37.7,2
6218, Q3,2019,Semi-Auto,14768,Petrol,31.7,2
6219, A5,2015,Manual,28392,Diesel,60.1,2
6220, A4,2017,Semi-Auto,26882,Petrol,52.3,2
6221, A1,2019,Semi-Auto,1145,Petrol,44.8,1.5
6222, A1,2019,Semi-Auto,3241,Petrol,47.1,1
6223, A3,2020,Semi-Auto,1183,Petrol,43.5,1.5
6224, Q2,2019,Semi-Auto,1147,Petrol,40.9,1.5
6225, A4,2019,Automatic,5268,Petrol,39.2,2
6226, Q2,2017,Manual,19638,Petrol,52.3,1.4
6227, A3,2019,Manual,6857,Diesel,51.4,1.6
6228, A1,2020,Semi-Auto,1870,Petrol,44.8,1
6229, Q3,2017,Semi-Auto,31608,Petrol,47.9,1.4
6230, Q5,2016,Semi-Auto,25574,Petrol,37.7,2
6231, Q3,2019,Semi-Auto,1844,Petrol,31.7,2
6232, Q7,2019,Semi-Auto,1916,Diesel,32.8,3
6233, A5,2019,Automatic,250,Petrol,40.4,2
6234, A4,2019,Automatic,2777,Petrol,40.9,2
6235, A4,2018,Semi-Auto,10767,Petrol,42.8,2
6236, Q3,2016,Semi-Auto,25111,Diesel,51.4,2
6237, A3,2019,Manual,2888,Diesel,51.4,1.6
6238, Q7,2019,Automatic,4741,Diesel,33.2,3
6239, Q5,2017,Semi-Auto,30000,Petrol,34,3
6240, Q3,2019,Semi-Auto,5572,Petrol,31.7,2
6241, A3,2019,Semi-Auto,10217,Petrol,42.2,1.5
6242, A3,2019,Semi-Auto,4460,Petrol,34.5,2
6243, Q7,2019,Automatic,6125,Diesel,33.2,3
6244, TT,2015,Semi-Auto,30851,Petrol,42.8,2
6245, Q2,2019,Automatic,4155,Petrol,33.2,2
6246, Q2,2019,Semi-Auto,2611,Petrol,33.2,2
6247, Q5,2019,Semi-Auto,6502,Diesel,38.2,2
6248, Q5,2019,Semi-Auto,4500,Diesel,38.2,2
6249, A5,2019,Manual,5122,Petrol,37.2,2
6250, A5,2019,Automatic,3584,Diesel,49.6,2
6251, Q7,2019,Semi-Auto,6935,Diesel,33.6,3
6252, Q5,2019,Automatic,4507,Diesel,34.5,3
6253, A8,2018,Semi-Auto,20672,Diesel,50.4,3
6254, A5,2019,Semi-Auto,2866,Petrol,39.8,2
6255, Q8,2019,Semi-Auto,8450,Diesel,33.6,3
6256, A3,2019,Semi-Auto,2085,Petrol,38.2,2
6257, A7,2016,Semi-Auto,22405,Diesel,53.3,3
6258, Q2,2018,Semi-Auto,21177,Petrol,52.3,1.4
6259, Q5,2018,Semi-Auto,19035,Diesel,56.5,2
6260, A6,2019,Semi-Auto,5695,Petrol,34,2
6261, A4,2018,Semi-Auto,18557,Petrol,50.4,1.4
6262, A3,2016,Semi-Auto,36910,Petrol,49.6,2
6263, A1,2019,Semi-Auto,1938,Petrol,47.1,1
6264, A1,2019,Semi-Auto,6745,Petrol,47.1,1
6265, A6,2019,Semi-Auto,9330,Diesel,47.9,2
6266, A3,2019,Semi-Auto,2308,Petrol,34.5,2
6267, A3,2017,Manual,38650,Petrol,60.1,1
6268, A3,2016,Semi-Auto,54114,Diesel,57.6,2
6269, Q2,2017,Manual,16755,Petrol,52.3,1.4
6270, Q5,2017,Semi-Auto,33916,Petrol,40.9,2
6271, A4,2016,Semi-Auto,35000,Diesel,70.6,2
6272, A1,2020,Semi-Auto,2888,Petrol,44.8,1.5
6273, Q3,2020,Semi-Auto,2888,Petrol,39.2,1.5
6274, A1,2020,Semi-Auto,2888,Petrol,44.8,1.5
6275, Q2,2017,Semi-Auto,8500,Petrol,54.3,1.4
6276, TT,2015,Semi-Auto,27685,Petrol,43.5,2
6277, A3,2016,Manual,17856,Petrol,60.1,1.4
6278, A3,2019,Semi-Auto,4900,Petrol,43.5,1.5
6279, A3,2019,Semi-Auto,8679,Petrol,34.9,2
6280, A3,2018,Semi-Auto,8226,Petrol,56.5,1.5
6281, Q7,2017,Automatic,36813,Diesel,39.2,4
6282, A4,2020,Semi-Auto,2000,Diesel,39.8,3
6283, A6,2019,Semi-Auto,3596,Diesel,50.4,2
6284, Q7,2017,Automatic,26979,Diesel,39.2,4
6285, Q7,2018,Semi-Auto,5330,Diesel,39.2,4
6286, Q5,2019,Automatic,7329,Diesel,39.2,2
6287, A5,2019,Automatic,8850,Diesel,44.1,2
6288, A4,2019,Semi-Auto,2581,Petrol,39.2,2
6289, A3,2020,Manual,1500,Diesel,55.4,2
6290, Q2,2020,Semi-Auto,1500,Petrol,42.2,1.5
6291, Q7,2020,Semi-Auto,1500,Diesel,33.2,3
6292, TT,2019,Manual,9121,Petrol,34.9,2
6293, A3,2019,Semi-Auto,3861,Petrol,41.5,1.5
6294, A7,2016,Automatic,40674,Diesel,61.4,3
6295, A8,2018,Semi-Auto,6098,Diesel,50.4,3
6296, A3,2018,Semi-Auto,9058,Diesel,62.8,2
6297, A4,2019,Semi-Auto,150,Diesel,53.3,2
6298, Q5,2020,Semi-Auto,4564,Diesel,34.5,3
6299, Q2,2017,Manual,39424,Petrol,55.4,1
6300, A6,2019,Automatic,7500,Diesel,47.9,2
6301, Q3,2019,Automatic,4000,Petrol,32.1,2
6302, A3,2019,Manual,4909,Diesel,51.4,1.6
6303, A6,2019,Semi-Auto,6500,Petrol,34.9,2
6304, Q3,2020,Manual,1501,Diesel,42.8,2
6305, Q5,2019,Semi-Auto,5808,Diesel,39.2,2
6306, Q3,2020,Manual,1553,Petrol,40.9,1.5
6307, Q5,2020,Semi-Auto,2000,Diesel,38.2,2
6308, Q5,2020,Semi-Auto,500,Hybrid,117.7,2
6309, A4,2018,Manual,30008,Petrol,48.7,1.4
6310, A3,2016,Manual,37350,Petrol,60.1,1.4
6311, A3,2016,Manual,27209,Petrol,56.5,1.2
6312, A4,2016,Manual,35080,Diesel,74.3,2
6313, A5,2015,Manual,58386,Petrol,40.4,2
6314, Q3,2019,Manual,2888,Petrol,40.9,1.5
6315, A3,2019,Manual,6012,Diesel,51.4,1.6
6316, A3,2016,Semi-Auto,41206,Diesel,57.6,2
6317, A1,2016,Semi-Auto,65375,Petrol,70.6,1.4
6318, A3,2017,Semi-Auto,24472,Petrol,43.5,2
6319, A3,2019,Automatic,6000,Diesel,51.4,2
6320, A5,2020,Semi-Auto,2888,Petrol,40.4,2
6321, A5,2019,Semi-Auto,2888,Petrol,39.8,2
6322, A5,2019,Semi-Auto,2888,Petrol,40.4,2
6323, Q7,2019,Automatic,16000,Diesel,33.6,3
6324, A3,2017,Manual,21400,Petrol,60.1,1
6325, RS6,2017,Automatic,19980,Petrol,29.4,4
6326, Q5,2019,Semi-Auto,5401,Diesel,39.2,2
6327, A5,2019,Automatic,9076,Diesel,45.6,2
6328, A5,2019,Manual,7601,Petrol,37.7,2
6329, Q3,2019,Manual,12236,Petrol,39.8,1.5
6330, A4,2019,Automatic,4797,Petrol,39.2,2
6331, Q2,2019,Manual,11286,Petrol,42.8,1.5
6332, A6,2019,Automatic,8012,Diesel,45.6,2
6333, A4,2019,Automatic,6647,Diesel,46.3,2
6334, A3,2016,Semi-Auto,42203,Petrol,60.1,1.4
6335, Q5,2019,Automatic,26,Petrol,32.1,2
6336, A4,2019,Automatic,4601,Diesel,51.4,2
6337, Q3,2019,Manual,2200,Petrol,39.8,1.5
6338, Q3,2019,Manual,1793,Diesel,40.9,2
6339, A6,2019,Automatic,9756,Diesel,45.6,2
6340, A5,2019,Automatic,4896,Diesel,50.4,2
6341, A3,2016,Semi-Auto,27306,Diesel,61.4,2
6342, A5,2017,Semi-Auto,28241,Petrol,38.2,3
6343, A3,2016,Semi-Auto,27272,Petrol,42.8,1.8
6344, A4,2019,Automatic,5485,Petrol,35.8,2
6345, A5,2019,Semi-Auto,9391,Petrol,39.8,2
6346, A5,2019,Semi-Auto,14850,Petrol,39.8,2
6347, A3,2017,Semi-Auto,16583,Petrol,48.7,2
6348, A4,2018,Semi-Auto,11548,Petrol,50.4,2
6349, Q5,2018,Semi-Auto,5092,Petrol,40.4,2
6350, Q5,2019,Semi-Auto,3249,Petrol,32.1,2
6351, TT,2019,Semi-Auto,12464,Petrol,34.9,2
6352, A4,2018,Semi-Auto,7943,Petrol,42.8,2
6353, A4,2017,Automatic,30085,Petrol,38.7,3
6354, A3,2016,Semi-Auto,22855,Diesel,57.6,2
6355, Q5,2019,Semi-Auto,7601,Diesel,38.2,2
6356, A3,2019,Semi-Auto,7836,Petrol,42.2,1.5
6357, A1,2019,Semi-Auto,9021,Petrol,40.9,2
6358, A1,2019,Semi-Auto,6501,Petrol,40.9,2
6359, Q5,2018,Semi-Auto,26974,Petrol,40.4,2
6360, Q5,2019,Semi-Auto,3143,Petrol,32.1,2
6361, Q5,2019,Semi-Auto,4888,Petrol,32.1,2
6362, Q5,2017,Semi-Auto,14794,Petrol,40.4,2
6363, Q5,2019,Semi-Auto,9598,Petrol,32.1,2
6364, Q5,2018,Semi-Auto,21248,Diesel,55.4,2
6365, Q5,2019,Automatic,3000,Petrol,32.1,2
6366, Q5,2019,Semi-Auto,7533,Petrol,32.1,2
6367, A5,2019,Automatic,4000,Diesel,47.1,2
6368, A1,2017,Semi-Auto,22653,Petrol,64.2,1
6369, Q5,2019,Semi-Auto,6000,Diesel,36.2,2
6370, Q7,2016,Automatic,16828,Diesel,47.9,3
6371, A3,2019,Semi-Auto,4799,Petrol,34.9,2
6372, Q5,2019,Semi-Auto,84,Diesel,38.2,2
6373, A1,2019,Semi-Auto,1954,Petrol,44.8,1.5
6374, Q3,2019,Semi-Auto,3669,Petrol,32.1,2
6375, TT,2015,Semi-Auto,37236,Petrol,44.1,2
6376, A3,2017,Semi-Auto,25100,Petrol,43.5,2
6377, A7,2018,Semi-Auto,27431,Diesel,52.3,3
6378, Q5,2019,Automatic,10301,Diesel,39.2,2
6379, Q5,2019,Automatic,10566,Diesel,39.2,2
6380, A6,2018,Semi-Auto,29535,Petrol,49.6,1.8
6381, Q5,2018,Semi-Auto,18818,Diesel,56.5,2
6382, A4,2018,Semi-Auto,15061,Petrol,51.4,1.4
6383, A3,2020,Semi-Auto,7500,Hybrid,141.3,1.4
6384, Q2,2019,Semi-Auto,5295,Petrol,39.8,1.5
6385, RS6,2020,Semi-Auto,1500,Petrol,22.1,4
6386, A1,2016,Manual,22750,Petrol,67.3,1
6387, A3,2019,Automatic,6000,Diesel,52.3,1.6
6388, A5,2019,Automatic,4500,Petrol,37.2,2
6389, Q3,2019,Manual,4000,Diesel,42.8,2
6390, A5,2019,Automatic,4000,Petrol,37.7,2
6391, A6,2019,Automatic,6500,Diesel,47.9,2
6392, A3,2017,Semi-Auto,21055,Petrol,56.5,1.4
6393, Q7,2019,Semi-Auto,8293,Diesel,32.8,3
6394, A3,2019,Semi-Auto,2893,Petrol,34.9,2
6395, Q5,2020,Semi-Auto,310,Petrol,33.2,2
6396, RS5,2019,Semi-Auto,4500,Petrol,30.1,2.9
6397, A4,2019,Automatic,2000,Diesel,39.2,3
6398, A4,2020,Automatic,2500,Diesel,50.4,2
6399, A4,2019,Automatic,11001,Diesel,47.9,2
6400, A3,2019,Automatic,9508,Diesel,53.3,1.6
6401, A3,2019,Semi-Auto,6159,Diesel,52.3,1.6
6402, Q3,2019,Manual,5000,Petrol,40.9,1.5
6403, Q2,2019,Automatic,9000,Petrol,33.2,2
6404, Q2,2019,Manual,5000,Diesel,46.3,1.6
6405, A3,2019,Manual,9500,Diesel,55.4,2
6406, Q5,2019,Automatic,5000,Diesel,39.2,2
6407, A3,2017,Semi-Auto,8129,Petrol,56.5,1.5
6408, A1,2014,Semi-Auto,18753,Petrol,60.1,1.4
6409, A4,2013,Semi-Auto,87909,Diesel,58.9,2
6410, A6,2016,Semi-Auto,56900,Diesel,56.5,2
6411, A1,2017,Manual,7620,Petrol,56.5,1.4
6412, A3,2019,Semi-Auto,8424,Diesel,50.4,2
6413, Q2,2017,Semi-Auto,12079,Petrol,54.3,1.4
6414, A5,2017,Semi-Auto,16669,Petrol,47.9,2
6415, A4,2017,Semi-Auto,32585,Petrol,38.7,3
6416, Q3,2016,Semi-Auto,28454,Diesel,51.4,2
6417, Q5,2020,Semi-Auto,705,Diesel,34.5,3
6418, Q3,2019,Semi-Auto,4105,Diesel,48.7,2
6419, Q3,2019,Semi-Auto,4740,Petrol,32.1,2
6420, Q3,2019,Automatic,14385,Petrol,31.7,2
6421, Q3,2020,Automatic,3000,Diesel,47.1,2
6422, Q7,2020,Semi-Auto,4000,Diesel,33.2,3
6423, A4,2020,Semi-Auto,4200,Diesel,40.9,3
6424, Q5,2020,Automatic,1000,Diesel,34.5,3
6425, A1,2020,Semi-Auto,1000,Petrol,44.8,1.5
6426, Q8,2020,Semi-Auto,1500,Diesel,32.8,3
6427, A1,2020,Automatic,1500,Petrol,44.1,1
6428, A4,2017,Manual,69000,Diesel,70.6,2
6429, Q2,2017,Semi-Auto,31078,Petrol,52.3,1.4
6430, A1,2018,Manual,11799,Petrol,47.9,1
6431, Q3,2014,Semi-Auto,25440,Petrol,45.6,1.4
6432, Q3,2016,Manual,28585,Diesel,56.5,2
6433, Q3,2017,Semi-Auto,18203,Diesel,53.3,2
6434, Q3,2017,Semi-Auto,10091,Petrol,47.9,1.4
6435, Q3,2017,Semi-Auto,39913,Petrol,47.9,1.4
6436, A4,2015,Semi-Auto,30431,Diesel,56.5,2
6437, A3,2016,Manual,39967,Diesel,57.6,2
6438, A6,2015,Manual,49363,Diesel,62.8,2
6439, Q2,2018,Semi-Auto,14569,Petrol,52.3,1.4
6440, A4,2019,Semi-Auto,4000,Petrol,38.7,2
6441, A5,2019,Manual,3000,Petrol,37.2,2
6442, Q2,2019,Manual,3000,Diesel,49.6,1.6
6443, A5,2019,Automatic,3000,Diesel,45.6,2
6444, Q7,2019,Automatic,4000,Diesel,33.6,3
6445, Q2,2019,Automatic,4000,Petrol,33.2,2
6446, Q5,2019,Semi-Auto,2812,Diesel,38.2,2
6447, Q3,2017,Manual,21916,Petrol,51.4,1.4
6448, A1,2017,Semi-Auto,9362,Petrol,57.6,1.4
6449, A3,2017,Manual,21675,Petrol,60.1,1.4
6450, A4,2016,Semi-Auto,11150,Petrol,55.4,2
6451, Q2,2019,Manual,3708,Petrol,43.5,1.5
6452, A3,2015,Manual,42000,Petrol,57.6,1.4
6453, Q3,2014,Semi-Auto,30000,Petrol,45.6,1.4
6454, Q5,2016,Automatic,28000,Diesel,47.1,2
6455, A3,2015,Manual,24000,Petrol,60.1,1.4
6456, A3,2014,Semi-Auto,33000,Diesel,72.4,1.6
6457, A5,2016,Semi-Auto,38000,Diesel,52.3,2
6458, RS3,2015,Semi-Auto,60457,Petrol,34.9,2.5
6459, A8,2017,Semi-Auto,36354,Diesel,47.1,3
6460, Q3,2017,Semi-Auto,18254,Petrol,47.9,1.4
6461, Q2,2019,Semi-Auto,6780,Petrol,42.2,1.5
6462, A3,2019,Manual,6989,Petrol,44.8,1.5
6463, A6,2017,Manual,21178,Diesel,61.4,2
6464, A1,2016,Semi-Auto,26000,Petrol,56.5,1.4
6465, A1,2017,Manual,6829,Petrol,56.5,1.4
6466, RS5,2018,Semi-Auto,9641,Petrol,32.5,2.9
6467, TT,2017,Semi-Auto,11000,Petrol,40.9,2
6468, A3,2016,Manual,12512,Petrol,60.1,1.4
6469, Q5,2016,Semi-Auto,17550,Diesel,47.1,2
6470, Q5,2016,Semi-Auto,41581,Diesel,47.1,2
6471, Q7,2018,Semi-Auto,25062,Diesel,37.2,4
6472, A6,2019,Automatic,6498,Diesel,50.4,2
6473, Q5,2020,Semi-Auto,4186,Petrol,32.1,2
6474, Q5,2020,Automatic,4394,Diesel,34.5,3
6475, Q3,2016,Semi-Auto,35496,Petrol,47.9,1.4
6476, Q2,2017,Semi-Auto,48201,Petrol,54.3,1.4
6477, Q7,2019,Semi-Auto,14687,Diesel,32.8,3
6478, A6,2017,Semi-Auto,29530,Diesel,61.4,2
6479, A1,2017,Manual,28502,Petrol,56.5,1.4
6480, Q5,2019,Semi-Auto,6000,Petrol,32.1,2
6481, A3,2017,Manual,20661,Petrol,62.8,1
6482, A3,2019,Semi-Auto,14721,Petrol,41.5,1.5
6483, Q3,2019,Semi-Auto,7805,Petrol,31.7,2
6484, Q8,2020,Semi-Auto,1500,Diesel,32.8,3
6485, Q3,2016,Semi-Auto,8325,Petrol,47.9,1.4
6486, A5,2014,Manual,31650,Petrol,49.6,1.8
6487, A3,2019,Semi-Auto,7594,Petrol,42.2,1.5
6488, Q5,2019,Semi-Auto,5799,Diesel,38.2,2
6489, A4,2017,Manual,14417,Diesel,74.3,2
6490, A3,2017,Manual,12033,Petrol,60.1,1
6491, Q2,2017,Manual,16000,Petrol,50.4,1.4
6492, Q7,2017,Semi-Auto,15955,Diesel,39.2,4
6493, A4,2019,Semi-Auto,3679,Petrol,38.7,2
6494, A4,2018,Semi-Auto,11986,Petrol,36.7,3
6495, A5,2019,Semi-Auto,3481,Petrol,39.8,2
6496, A3,2020,Semi-Auto,3000,Petrol,44.1,1.5
6497, A5,2020,Semi-Auto,3000,Petrol,39.8,2
6498, A5,2020,Semi-Auto,3000,Petrol,40.4,2
6499, A1,2017,Manual,16307,Petrol,39.8,2
6500, Q5,2019,Semi-Auto,6671,Diesel,38.2,2
6501, Q3,2017,Semi-Auto,24498,Diesel,55.4,2
6502, A6,2018,Semi-Auto,30569,Diesel,50.4,3
6503, A3,2017,Manual,23525,Petrol,60.1,1.4
6504, Q2,2019,Automatic,9100,Diesel,46.3,2
6505, Q3,2019,Automatic,4500,Diesel,45.6,2
6506, Q5,2019,Semi-Auto,2500,Diesel,38.2,2
6507, A3,2019,Semi-Auto,6000,Diesel,52.3,1.6
6508, Q2,2019,Semi-Auto,6000,Petrol,33.2,2
6509, Q7,2017,Semi-Auto,22668,Diesel,47.9,3
6510, A5,2019,Semi-Auto,8445,Petrol,39.8,2
6511, Q3,2016,Semi-Auto,29241,Petrol,42.2,2
6512, A3,2019,Semi-Auto,6134,Diesel,51.4,2
6513, Q2,2019,Semi-Auto,5257,Diesel,46.3,1.6
6514, A3,2019,Manual,4520,Diesel,51.4,1.6
6515, Q7,2019,Semi-Auto,2249,Diesel,33.6,3
6516, A3,2019,Semi-Auto,4894,Diesel,50.4,2
6517, A3,2020,Manual,3000,Diesel,51.4,1.6
6518, Q3,2020,Manual,3000,Petrol,39.8,1.5
6519, Q3,2018,Manual,11500,Petrol,49.6,1.4
6520, Q2,2019,Manual,100,Diesel,49.6,1.6
