"id","model","year","transmission","mileage","fueltype","price","tax","mpg","enginesize"
6516, A3,2019,Semi-Auto,4894,Diesel,23980,145.0,50.4,2.0
6517, A3,2020,Manual,3000,Diesel,21946,145.0,51.4,1.6
6518, Q3,2020,Manual,3000,Petrol,26945,145.0,39.8,1.5
6519, Q3,2018,Manual,11500,Petrol,21446,145.0,49.6,1.4
6520, Q2,2019,Manual,100,Diesel,20746,145.0,49.6,1.6
6521, Q2,2019,Manual,100,Diesel,19946,145.0,49.6,1.6
6522, Q7,2017,Automatic,27000,Diesel,33946,145.0,47.9,3.0
6523, Q3,2019,Automatic,1000,Petrol,39945,145.0,31.4,2.0
6524, A3,2019,Manual,6128,Diesel,22990,145.0,55.4,2.0
6525, A3,2019,Automatic,4100,Diesel,21990,145.0,52.3,1.6
6526, Q2,2019,Manual,7052,Petrol,19560,145.0,42.8,1.5
6527, A5,2019,Semi-Auto,1626,Diesel,27761,145.0,51.4,2.0
6528, Q3,2017,Manual,28368,Diesel,19250,145.0,56.5,2.0
6529, Q3,2017,Semi-Auto,10255,Petrol,25444,145.0,40.4,2.0
6530, TT,2016,Semi-Auto,38812,Petrol,17750,160.0,43.5,2.0
6531, Q3,2019,Manual,8445,Diesel,25444,145.0,42.8,2.0
6532, A3,2019,Automatic,5310,Petrol,22990,145.0,43.5,1.5
6533, A1,2020,Semi-Auto,3311,Petrol,22990,145.0,44.8,1.5
6534, A1,2020,Manual,2004,Petrol,19250,145.0,48.7,1.0
6535, A3,2016,Manual,21577,Diesel,15990,20.0,68.9,1.6
6536, A6,2018,Manual,15957,Diesel,17650,145.0,65.7,2.0
6537, Q7,2017,Automatic,36537,Diesel,45690,300.0,39.2,4.0
6538, A3,2019,Semi-Auto,3140,Diesel,24444,145.0,51.4,2.0
6539, A3,2019,Semi-Auto,3188,Petrol,23237,145.0,42.2,1.5
6540, A3,2017,Manual,7251,Petrol,19500,30.0,60.1,1.4
6541, A4,2019,Semi-Auto,6129,Diesel,26999,145.0,44.8,2.0
6542, A4,2017,Manual,11966,Petrol,20000,145.0,51.4,1.4
6543, A4,2015,Manual,34343,Diesel,13375,20.0,67.3,2.0
6544, A3,2017,Manual,52286,Petrol,12525,145.0,56.5,1.5
6545, TT,2017,Manual,33249,Petrol,25750,235.0,38.7,2.0
6546, A5,2018,Semi-Auto,26693,Petrol,24825,145.0,50.4,2.0
6547, A3,2017,Manual,41293,Diesel,17250,20.0,65.7,2.0
6548, A5,2019,Automatic,2500,Petrol,31425,145.0,37.7,2.0
6549, Q2,2020,Manual,1500,Petrol,24888,145.0,45.6,1.0
6550, Q3,2019,Manual,7419,Diesel,26888,145.0,40.9,2.0
6551, Q2,2019,Manual,1366,Petrol,22888,145.0,43.5,1.5
6552, A3,2019,Semi-Auto,4576,Petrol,22990,145.0,43.5,1.5
6553, Q2,2019,Semi-Auto,7481,Diesel,27000,145.0,46.3,2.0
6554, A5,2016,Manual,17230,Diesel,16990,145.0,54.3,2.0
6555, A1,2018,Semi-Auto,14682,Petrol,16990,145.0,56.5,1.4
6556, A3,2016,Manual,45258,Petrol,12875,20.0,60.1,1.4
6557, A4,2017,Manual,25974,Petrol,17600,145.0,51.4,1.4
6558, A6,2018,Semi-Auto,22929,Diesel,24475,145.0,61.4,2.0
6559, A5,2018,Semi-Auto,28041,Petrol,24675,145.0,50.4,2.0
6560, A4,2017,Manual,37424,Diesel,17175,20.0,68.9,2.0
6561, A6,2017,Semi-Auto,41672,Diesel,17875,20.0,64.2,2.0
6562, A4,2018,Manual,25208,Petrol,20800,145.0,48.7,1.4
6563, A3,2017,Manual,23581,Petrol,15950,145.0,50.4,2.0
6564, A4,2017,Manual,28692,Petrol,16200,125.0,50.4,2.0
6565, A5,2018,Manual,27601,Petrol,23950,145.0,48.7,2.0
6566, A4,2018,Semi-Auto,27953,Diesel,22400,145.0,57.6,2.0
6567, A5,2018,Semi-Auto,34733,Petrol,24475,145.0,50.4,2.0
6568, TT,2017,Semi-Auto,24247,Petrol,20700,160.0,44.8,2.0
6569, A3,2017,Automatic,14883,Petrol,25650,145.0,43.5,2.0
6570, A4,2017,Semi-Auto,75882,Diesel,16725,145.0,53.3,3.0
6571, A5,2017,Semi-Auto,21253,Petrol,20500,30.0,55.4,2.0
6572, Q3,2018,Semi-Auto,15892,Petrol,27525,145.0,40.4,2.0
6573, A5,2017,Manual,34251,Diesel,19175,30.0,64.2,2.0
6574, TT,2017,Semi-Auto,29163,Petrol,20275,160.0,43.5,2.0
6575, A5,2019,Automatic,2500,Petrol,27450,145.0,40.4,2.0
6576, A6,2019,Automatic,5950,Diesel,26450,145.0,50.4,2.0
6577, Q3,2017,Semi-Auto,17266,Petrol,21946,145.0,47.9,1.4
6578, Q5,2019,Semi-Auto,6255,Petrol,35490,145.0,32.1,2.0
6579, A1,2019,Automatic,500,Petrol,23946,145.0,44.1,1.0
6580, A5,2019,Automatic,2500,Petrol,36990,145.0,38.7,2.0
6581, A1,2020,Semi-Auto,3000,Petrol,21746,145.0,44.8,1.0
6582, TT,2019,Semi-Auto,5500,Petrol,31946,145.0,34.0,2.0
6583, A3,2019,Semi-Auto,1348,Petrol,22690,150.0,42.2,1.5
6584, A6,2020,Semi-Auto,2500,Diesel,34746,150.0,50.4,2.0
6585, A4,2018,Automatic,11775,Petrol,30450,145.0,37.7,3.0
6586, A5,2017,Semi-Auto,34425,Diesel,18400,145.0,70.6,2.0
6587, A4,2017,Manual,24285,Petrol,16725,145.0,52.3,1.4
6588, A3,2017,Semi-Auto,24994,Petrol,19425,30.0,57.6,1.4
6589, A4,2017,Manual,22164,Diesel,18925,20.0,68.9,2.0
6590, A4,2018,Manual,17269,Petrol,19900,145.0,51.4,1.4
6591, A5,2016,Manual,35359,Diesel,16600,145.0,53.3,2.0
6592, A4,2017,Automatic,11754,Petrol,19025,145.0,51.4,1.4
6593, A3,2016,Manual,40264,Petrol,13700,125.0,52.3,1.4
6594, A1,2017,Manual,9500,Petrol,14995,145.0,55.4,1.4
6595, A3,2019,Semi-Auto,8852,Petrol,21690,150.0,42.2,1.5
6596, A3,2017,Manual,27073,Petrol,14975,20.0,60.1,1.4
6597, TT,2017,Semi-Auto,25144,Petrol,21000,200.0,42.8,2.0
6598, A4,2017,Semi-Auto,54653,Diesel,20725,145.0,56.5,2.0
6599, A6,2018,Semi-Auto,38625,Diesel,27850,145.0,54.3,3.0
6600, A3,2017,Manual,36792,Petrol,12575,20.0,61.4,1.4
6601, A4,2017,Manual,28630,Diesel,17850,20.0,68.9,2.0
6602, A6,2017,Semi-Auto,34907,Diesel,28450,235.0,43.5,3.0
6603, A6,2017,Manual,39234,Diesel,15525,30.0,65.7,2.0
6604, A5,2020,Semi-Auto,3000,Petrol,26990,145.0,39.8,2.0
6605, A3,2019,Semi-Auto,12927,Petrol,23490,145.0,42.2,1.5
6606, Q3,2019,Semi-Auto,15039,Petrol,29890,145.0,31.7,2.0
6607, Q8,2019,Automatic,7000,Diesel,58450,145.0,33.6,3.0
6608, A5,2019,Automatic,2500,Petrol,31245,145.0,37.7,2.0
6609, A6,2019,Automatic,3000,Diesel,26746,145.0,47.9,2.0
6610, Q2,2019,Manual,1000,Diesel,19450,145.0,49.6,1.6
6611, A5,2017,Semi-Auto,24140,Diesel,23125,145.0,61.4,2.0
6612, A5,2017,Semi-Auto,41748,Diesel,20750,145.0,65.7,2.0
6613, A6,2017,Semi-Auto,36627,Diesel,18950,145.0,64.2,2.0
6614, A6,2018,Semi-Auto,31945,Diesel,26125,145.0,54.3,2.0
6615, A4,2017,Semi-Auto,26048,Diesel,16000,145.0,72.4,2.0
6616, A7,2017,Semi-Auto,34132,Diesel,21150,30.0,62.8,3.0
6617, A3,2017,Manual,31585,Petrol,12975,145.0,60.1,1.0
6618, Q7,2017,Semi-Auto,47380,Diesel,33075,200.0,47.9,3.0
6619, A3,2016,Manual,29954,Petrol,12000,20.0,60.1,1.0
6620, A3,2017,Manual,38555,Diesel,17800,20.0,70.6,1.6
6621, A5,2014,Semi-Auto,52140,Diesel,13350,145.0,56.5,2.0
6622, Q3,2013,Semi-Auto,46022,Diesel,13025,200.0,47.9,2.0
6623, TT,2016,Manual,33833,Diesel,15400,30.0,62.8,2.0
6624, A3,2017,Semi-Auto,16048,Petrol,24075,145.0,43.5,2.0
6625, A4,2016,Manual,33833,Diesel,16025,30.0,64.2,2.0
6626, Q3,2017,Semi-Auto,21212,Petrol,25300,145.0,40.4,2.0
6627, A5,2017,Semi-Auto,45029,Diesel,19225,30.0,65.7,2.0
6628, Q3,2016,Semi-Auto,27969,Diesel,19700,160.0,50.4,2.0
6629, Q3,2016,Manual,39551,Diesel,17325,145.0,52.3,2.0
6630, A4,2018,Semi-Auto,46415,Petrol,16300,145.0,51.4,1.4
6631, A1,2017,Manual,29372,Petrol,11225,0.0,67.3,1.0
6632, A5,2018,Manual,24111,Diesel,21000,145.0,67.3,2.0
6633, A4,2017,Semi-Auto,36044,Diesel,18450,30.0,64.2,3.0
6634, A4,2017,Manual,11368,Petrol,20250,145.0,51.4,1.4
6635, A3,2016,Manual,61191,Diesel,14175,20.0,68.9,1.6
6636, A3,2017,Manual,8014,Petrol,19325,30.0,56.5,1.4
6637, A3,2017,Semi-Auto,53222,Diesel,16625,30.0,61.4,2.0
6638, A4,2018,Manual,16217,Petrol,20175,145.0,51.4,1.4
6639, Q3,2017,Semi-Auto,28619,Diesel,22075,145.0,53.3,2.0
6640, Q3,2015,Automatic,13862,Diesel,15997,145.0,53.3,2.0
6641, Q3,2016,Manual,38541,Petrol,16495,145.0,49.6,1.4
6642, A3,2018,Manual,10697,Petrol,19999,145.0,54.3,1.5
6643, A4,2017,Manual,26970,Petrol,16150,145.0,52.3,1.4
6644, A3,2017,Semi-Auto,26598,Petrol,15700,30.0,58.9,1.4
6645, A6,2018,Semi-Auto,25126,Diesel,22875,145.0,61.4,2.0
6646, A5,2017,Manual,24817,Petrol,18350,125.0,50.4,2.0
6647, A3,2017,Semi-Auto,49524,Petrol,17875,30.0,56.5,1.4
6648, A5,2018,Semi-Auto,37377,Diesel,22225,145.0,62.8,2.0
6649, A4,2017,Semi-Auto,24256,Petrol,19700,145.0,50.4,2.0
6650, A4,2017,Manual,49095,Diesel,17575,30.0,67.3,2.0
6651, Q3,2018,Semi-Auto,16523,Petrol,26800,145.0,40.4,2.0
6652, Q3,2016,Automatic,29985,Diesel,16995,145.0,51.4,2.0
6653, A1,2013,Manual,23954,Petrol,8399,125.0,53.3,1.4
6654, A4,2017,Manual,26592,Diesel,18050,20.0,68.9,2.0
6655, A5,2018,Manual,23251,Diesel,22500,145.0,64.2,2.0
6656, A5,2017,Manual,35253,Diesel,15175,20.0,67.3,2.0
6657, A5,2018,Manual,25120,Petrol,24300,145.0,47.1,2.0
6658, A5,2018,Manual,27427,Diesel,21250,145.0,67.3,2.0
6659, A4,2014,Semi-Auto,54713,Diesel,10495,125.0,58.9,2.0
6660, Q5,2014,Semi-Auto,49875,Diesel,21995,260.0,41.5,3.0
6661, Q5,2016,Semi-Auto,25257,Diesel,21350,200.0,47.1,2.0
6662, A5,2016,Manual,32962,Diesel,15375,125.0,60.1,2.0
6663, Q2,2017,Manual,57332,Diesel,16000,30.0,61.4,1.6
6664, A4,2017,Manual,41830,Diesel,15950,20.0,70.6,2.0
6665, A4,2018,Manual,7919,Petrol,19575,145.0,52.3,1.4
6666, Q3,2018,Semi-Auto,22625,Petrol,27175,145.0,40.4,2.0
6667, Q7,2018,Semi-Auto,37923,Diesel,33075,145.0,48.7,3.0
6668, A3,2016,Manual,69037,Diesel,10275,20.0,68.9,2.0
6669, A4,2018,Manual,16001,Petrol,18750,145.0,52.3,1.4
6670, A5,2018,Semi-Auto,22936,Petrol,22400,145.0,52.3,1.4
6671, A5,2018,Semi-Auto,17671,Petrol,31050,145.0,36.7,3.0
6672, TT,2016,Manual,7908,Petrol,17350,145.0,47.1,1.8
6673, A4,2017,Automatic,30195,Diesel,22950,145.0,54.3,3.0
6674, A1,2013,Manual,39761,Petrol,8995,125.0,53.3,1.4
6675, Q2,2018,Manual,9899,Petrol,19760,145.0,50.4,1.4
6676, A1,2017,Manual,25423,Petrol,11499,0.0,67.3,1.0
6677, A3,2017,Semi-Auto,25624,Petrol,22991,145.0,44.1,2.0
6678, A6,2017,Semi-Auto,25284,Petrol,35991,325.0,29.4,4.0
6679, A1,2016,Manual,11180,Petrol,12495,30.0,55.4,1.4
6680, A1,2018,Automatic,27264,Petrol,13199,145.0,64.2,1.0
6681, A4,2018,Semi-Auto,26618,Diesel,24000,150.0,57.6,2.0
6682, A3,2017,Semi-Auto,45380,Petrol,23575,145.0,43.5,2.0
6683, A5,2019,Semi-Auto,17912,Petrol,24975,145.0,40.4,2.0
6684, A3,2017,Manual,47900,Petrol,13350,20.0,60.1,1.4
6685, A3,2017,Semi-Auto,33268,Petrol,18050,30.0,56.5,1.4
6686, Q7,2016,Semi-Auto,41638,Diesel,32750,200.0,47.9,3.0
6687, A3,2016,Manual,36149,Diesel,12400,0.0,74.3,1.6
6688, A5,2018,Semi-Auto,28210,Petrol,25775,145.0,50.4,2.0
6689, A4,2018,Manual,24140,Petrol,17300,145.0,52.3,1.4
6690, A3,2017,Semi-Auto,28000,Diesel,20990,145.0,56.5,2.0
6691, TT,2020,Manual,905,Petrol,33888,145.0,34.9,2.0
6692, Q5,2017,Semi-Auto,14500,Petrol,26500,150.0,40.9,2.0
6693, A8,2018,Semi-Auto,12640,Diesel,34500,150.0,50.4,3.0
6694, A1,2015,Semi-Auto,42214,Petrol,13450,30.0,58.9,1.4
6695, A4,2018,Manual,14017,Petrol,17300,150.0,51.4,1.4
6696, A1,2018,Manual,11066,Petrol,14750,150.0,57.7,1.4
6697, A4,2018,Semi-Auto,8874,Petrol,27850,150.0,36.7,3.0
6698, A3,2016,Manual,22501,Petrol,15399,30.0,57.6,1.4
6699, A6,2019,Semi-Auto,2000,Diesel,34000,145.0,39.2,3.0
6700, A5,2017,Semi-Auto,35772,Diesel,22500,145.0,60.1,3.0
6701, A4,2017,Manual,35412,Petrol,13550,125.0,53.3,1.4
6702, A5,2018,Manual,23171,Diesel,21600,145.0,67.3,2.0
6703, A3,2017,Manual,32618,Diesel,13700,20.0,67.3,2.0
6704, A3,2017,Manual,26709,Diesel,13875,20.0,70.6,1.6
6705, A7,2017,Semi-Auto,24592,Diesel,25400,145.0,52.3,3.0
6706, Q2,2017,Semi-Auto,20814,Petrol,19300,145.0,54.3,1.4
6707, A1,2019,Automatic,2405,Petrol,22990,145.0,44.1,1.0
6708, A1,2020,Manual,2500,Petrol,18500,145.0,48.7,1.0
6709, Q3,2020,Semi-Auto,476,Petrol,30990,150.0,40.4,1.5
6710, A3,2020,Semi-Auto,8215,Petrol,29990,145.0,34.5,2.0
6711, Q3,2018,Semi-Auto,15412,Petrol,23000,150.0,47.9,1.4
6712, A5,2017,Manual,7431,Diesel,20500,150.0,68.9,2.0
6713, Q5,2015,Semi-Auto,27390,Petrol,22750,240.0,37.7,2.0
6714, A6,2017,Semi-Auto,49626,Diesel,20500,150.0,61.4,2.0
6715, A3,2016,Manual,23844,Diesel,14500,20.0,68.9,1.6
6716, A4,2017,Manual,14912,Petrol,16575,145.0,52.3,1.4
6717, A3,2017,Manual,12650,Petrol,20875,145.0,54.3,1.5
6718, A5,2016,Manual,22677,Diesel,18725,30.0,67.3,2.0
6719, A4,2017,Semi-Auto,41000,Petrol,17190,30.0,53.3,2.0
6720, A1,2020,Manual,641,Petrol,18500,145.0,48.7,1.0
6721, Q5,2020,Semi-Auto,3309,Diesel,35990,145.0,38.2,2.0
6722, Q3,2020,Semi-Auto,2649,Petrol,31990,145.0,31.4,2.0
6723, Q3,2020,Semi-Auto,9985,Petrol,30990,145.0,31.4,2.0
6724, A5,2019,Automatic,10000,Diesel,29990,145.0,50.4,2.0
6725, Q2,2019,Automatic,2544,Petrol,23888,145.0,42.2,1.5
6726, A5,2019,Semi-Auto,1475,Petrol,26990,145.0,39.8,2.0
6727, A6,2019,Automatic,3918,Diesel,29990,145.0,47.9,2.0
6728, Q3,2017,Semi-Auto,26821,Petrol,19990,145.0,47.9,1.4
6729, Q3,2019,Semi-Auto,6022,Petrol,32888,145.0,32.1,2.0
6730, Q8,2019,Semi-Auto,3062,Diesel,49990,145.0,33.6,3.0
6731, A3,2017,Semi-Auto,27524,Petrol,23475,160.0,43.5,2.0
6732, A5,2018,Manual,26376,Petrol,24000,145.0,47.1,2.0
6733, A3,2016,Manual,41298,Petrol,13800,20.0,60.1,1.4
6734, A1,2016,Manual,20912,Petrol,16125,30.0,56.5,1.4
6735, A1,2017,Manual,18054,Petrol,12200,30.0,57.6,1.4
6736, A3,2017,Manual,38239,Diesel,12250,20.0,70.6,1.6
6737, A3,2018,Manual,15937,Petrol,19150,145.0,53.3,1.5
6738, Q5,2016,Semi-Auto,32268,Diesel,20700,200.0,47.1,2.0
6739, A1,2016,Manual,6828,Petrol,13350,0.0,67.3,1.0
6740, A5,2016,Semi-Auto,53893,Diesel,18575,160.0,50.4,2.0
6741, A3,2016,Manual,21771,Petrol,12800,20.0,62.8,1.0
6742, Q3,2019,Semi-Auto,6045,Petrol,27990,145.0,32.5,2.0
6743, Q3,2019,Manual,2721,Diesel,24990,145.0,42.8,2.0
6744, Q5,2019,Semi-Auto,8186,Petrol,35990,145.0,32.1,2.0
6745, A3,2017,Manual,24964,Petrol,14990,20.0,60.1,1.4
6746, A3,2017,Manual,31191,Diesel,19990,145.0,58.9,2.0
6747, Q2,2017,Semi-Auto,20630,Diesel,20990,145.0,57.7,2.0
6748, A1,2019,Semi-Auto,3424,Petrol,21990,145.0,44.8,1.5
6749, A1,2020,Manual,4000,Petrol,19490,150.0,47.9,1.0
6750, A1,2020,Semi-Auto,315,Petrol,21840,150.0,44.8,1.5
6751, A1,2020,Manual,500,Petrol,18500,150.0,49.6,1.0
6752, Q3,2020,Semi-Auto,500,Petrol,30990,150.0,40.4,1.5
6753, Q2,2020,Semi-Auto,4000,Petrol,25888,145.0,42.2,1.5
6754, Q2,2020,Manual,4000,Petrol,23888,145.0,43.5,1.5
6755, Q2,2020,Semi-Auto,4000,Petrol,25888,145.0,42.2,1.5
6756, A3,2017,Manual,16023,Petrol,14790,145.0,60.1,1.4
6757, A4,2016,Manual,46778,Diesel,15990,30.0,62.8,2.0
6758, A1,2018,Manual,20560,Petrol,12475,145.0,67.3,1.0
6759, A1,2018,Manual,13741,Petrol,15300,145.0,67.3,1.0
6760, A1,2016,Manual,32137,Diesel,12650,0.0,80.7,1.6
6761, A4,2017,Semi-Auto,51249,Petrol,24725,235.0,37.7,3.0
6762, A3,2018,Manual,16680,Petrol,14175,145.0,62.8,1.0
6763, A4,2017,Manual,50598,Petrol,12425,125.0,53.3,1.4
6764, Q3,2020,Semi-Auto,1000,Petrol,30990,150.0,40.4,1.5
6765, A3,2019,Manual,14739,Diesel,17996,150.0,51.4,1.6
6766, A3,2019,Manual,7030,Petrol,18000,150.0,47.1,1.0
6767, Q3,2018,Semi-Auto,9300,Petrol,25490,150.0,45.6,1.4
6768, Q3,2017,Semi-Auto,17787,Diesel,20690,150.0,53.3,2.0
6769, TT,2016,Semi-Auto,26300,Petrol,24000,205.0,40.9,2.0
6770, Q5,2020,Semi-Auto,4000,Petrol,37444,145.0,32.1,2.0
6771, Q2,2020,Semi-Auto,4000,Petrol,25888,145.0,42.2,1.5
6772, Q3,2020,Manual,4000,Petrol,26888,145.0,40.9,1.5
6773, Q3,2019,Semi-Auto,4000,Petrol,32444,145.0,31.4,2.0
6774, A1,2019,Semi-Auto,3215,Petrol,21840,145.0,44.8,1.5
6775, Q3,2019,Semi-Auto,4000,Petrol,26990,145.0,39.2,1.5
6776, TT,2019,Manual,7138,Petrol,31990,145.0,34.9,2.0
6777, Q3,2018,Semi-Auto,10152,Petrol,21890,145.0,47.9,2.0
6778, Q7,2018,Semi-Auto,16416,Diesel,41990,145.0,33.2,3.0
6779, A6,2014,Manual,26000,Diesel,15990,30.0,62.8,2.0
6780, A1,2017,Manual,50095,Diesel,9790,0.0,76.3,1.6
6781, Q3,2017,Manual,39120,Petrol,16990,125.0,51.4,1.4
6782, A3,2018,Semi-Auto,30319,Petrol,19490,145.0,56.5,1.5
6783, A3,2019,Semi-Auto,14686,Petrol,21440,145.0,42.2,1.5
6784, Q3,2019,Semi-Auto,9455,Petrol,29890,145.0,31.7,2.0
6785, A3,2019,Semi-Auto,14090,Petrol,21490,145.0,42.2,1.5
6786, A3,2019,Semi-Auto,14583,Petrol,21490,145.0,42.2,1.5
6787, A3,2019,Semi-Auto,14488,Petrol,20990,145.0,42.2,1.5
6788, Q7,2016,Semi-Auto,65019,Diesel,28990,200.0,47.9,3.0
6789, A3,2019,Semi-Auto,50,Petrol,30950,145.0,34.9,2.0
6790, RS6,2016,Semi-Auto,22500,Petrol,49950,325.0,29.4,4.0
6791, A8,2018,Semi-Auto,3027,Diesel,37750,145.0,40.4,3.0
6792, Q3,2019,Semi-Auto,6793,Petrol,28950,145.0,38.2,1.5
6793, A3,2018,Semi-Auto,11500,Petrol,20990,145.0,56.5,1.5
6794, A1,2017,Semi-Auto,32523,Petrol,18000,145.0,56.5,1.4
6795, Q2,2019,Semi-Auto,4165,Petrol,23888,145.0,42.2,1.5
6796, Q2,2020,Semi-Auto,1551,Petrol,25888,145.0,42.2,1.5
6797, A1,2020,Manual,5080,Petrol,19790,145.0,47.9,1.0
6798, A1,2020,Semi-Auto,3273,Petrol,27880,145.0,44.1,1.5
6799, Q2,2020,Manual,4000,Petrol,23888,145.0,43.5,1.5
6800, A5,2019,Semi-Auto,2363,Petrol,27444,145.0,40.4,2.0
6801, A1,2019,Semi-Auto,1799,Petrol,26500,145.0,44.8,1.0
6802, Q2,2019,Semi-Auto,3404,Petrol,28888,145.0,33.2,2.0
6803, Q5,2019,Automatic,4838,Diesel,32490,145.0,38.2,2.0
6804, A5,2019,Semi-Auto,10897,Diesel,36444,145.0,47.9,2.0
6805, Q2,2019,Manual,942,Petrol,19990,145.0,47.1,1.0
6806, Q7,2018,Semi-Auto,16753,Diesel,53990,145.0,39.2,4.0
6807, Q2,2019,Semi-Auto,10229,Petrol,22990,145.0,40.9,1.5
6808, Q5,2019,Semi-Auto,60,Diesel,34990,145.0,38.2,2.0
6809, A3,2017,Manual,20026,Petrol,13990,20.0,61.4,1.4
6810, A3,2017,Manual,25227,Petrol,16440,145.0,50.4,2.0
6811, A8,2019,Semi-Auto,1000,Diesel,42888,145.0,40.4,3.0
6812, A6,2019,Semi-Auto,150,Diesel,31950,145.0,47.9,2.0
6813, A6,2019,Semi-Auto,8000,Diesel,44950,150.0,35.8,3.0
6814, TT,2016,Manual,19860,Petrol,17000,145.0,47.1,1.8
6815, Q5,2016,Manual,42089,Diesel,18100,200.0,48.7,2.0
6816, RS6,2015,Automatic,19963,Petrol,46465,325.0,29.4,4.0
6817, Q3,2016,Manual,29897,Petrol,14875,125.0,50.4,1.4
6818, A4,2019,Automatic,5243,Diesel,39990,145.0,40.9,3.0
6819, Q2,2019,Manual,7178,Petrol,22440,145.0,42.2,1.0
6820, A3,2019,Semi-Auto,7470,Petrol,22990,145.0,40.4,2.0
6821, Q5,2019,Semi-Auto,9805,Diesel,35990,145.0,38.2,2.0
6822, Q5,2019,Semi-Auto,4327,Diesel,33990,145.0,38.2,2.0
6823, A7,2019,Semi-Auto,2999,Diesel,47990,145.0,35.8,3.0
6824, A3,2015,Manual,39522,Petrol,14990,20.0,60.1,1.4
6825, Q7,2019,Semi-Auto,4750,Diesel,52950,145.0,32.8,3.0
6826, A4,2019,Semi-Auto,4750,Diesel,25450,145.0,45.6,2.0
6827, A3,2019,Manual,2800,Diesel,21450,145.0,51.4,1.6
6828, A4,2016,Semi-Auto,30675,Diesel,21999,30.0,61.4,3.0
6829, A1,2019,Manual,2250,Petrol,21999,145.0,46.3,1.5
6830, A5,2019,Semi-Auto,4750,Petrol,26450,145.0,39.8,2.0
6831, Q2,2019,Semi-Auto,6445,Petrol,25750,145.0,40.9,1.5
6832, A3,2019,Semi-Auto,6540,Diesel,22950,145.0,53.3,1.6
6833, TT,2015,Semi-Auto,45950,Petrol,16950,160.0,44.1,2.0
6834, A3,2019,Semi-Auto,3670,Diesel,23950,145.0,51.4,2.0
6835, A7,2019,Semi-Auto,7968,Diesel,37950,145.0,38.7,3.0
6836, A3,2019,Manual,4750,Diesel,19750,145.0,53.3,1.6
6837, A5,2019,Semi-Auto,4750,Diesel,23750,145.0,51.4,2.0
6838, Q5,2019,Semi-Auto,4750,Diesel,30350,145.0,39.2,2.0
6839, Q7,2018,Semi-Auto,13520,Diesel,42950,145.0,33.2,3.0
6840, Q3,2019,Semi-Auto,4750,Petrol,33950,145.0,31.7,2.0
6841, A3,2016,Semi-Auto,31925,Petrol,17950,125.0,48.7,2.0
6842, Q7,2016,Semi-Auto,37120,Diesel,31450,200.0,47.9,3.0
6843, Q3,2013,Semi-Auto,34925,Diesel,13950,200.0,47.9,2.0
6844, Q7,2019,Semi-Auto,4750,Diesel,55750,145.0,32.8,3.0
6845, Q2,2019,Semi-Auto,4750,Petrol,29950,145.0,33.2,2.0
6846, Q2,2020,Manual,4750,Petrol,23950,145.0,44.8,1.5
6847, Q3,2020,Semi-Auto,4750,Diesel,29950,145.0,48.7,2.0
6848, A3,2018,Manual,22018,Diesel,15100,145.0,67.3,2.0
6849, A3,2018,Manual,14015,Petrol,18100,145.0,50.4,2.0
6850, Q7,2018,Semi-Auto,5850,Diesel,56950,145.0,39.2,4.0
6851, Q3,2016,Manual,31025,Diesel,16950,30.0,61.4,2.0
6852, TT,2019,Semi-Auto,3339,Petrol,36750,145.0,34.5,2.0
6853, Q7,2018,Semi-Auto,15425,Diesel,56950,145.0,39.2,4.0
6854, Q5,2019,Semi-Auto,4706,Diesel,34950,145.0,38.2,2.0
6855, Q3,2018,Manual,5230,Petrol,22450,145.0,49.6,1.4
6856, Q3,2015,Semi-Auto,35117,Diesel,17797,160.0,50.4,2.0
6857, A6,2019,Automatic,9400,Diesel,33997,145.0,52.3,3.0
6858, A3,2019,Automatic,6125,Diesel,22897,145.0,52.3,1.6
6859, A3,2016,Semi-Auto,25480,Petrol,13950,30.0,58.9,1.4
6860, Q7,2019,Semi-Auto,6000,Diesel,51750,145.0,32.8,3.0
6861, Q2,2018,Automatic,6734,Diesel,20500,145.0,46.3,1.6
6862, A3,2016,Manual,29660,Diesel,10900,20.0,70.6,1.6
6863, Q5,2016,Semi-Auto,39015,Diesel,20000,205.0,47.1,2.0
6864, A1,2016,Manual,30539,Petrol,10900,30.0,57.6,1.4
6865, A5,2019,Semi-Auto,5200,Petrol,29950,145.0,37.7,2.0
6866, A3,2015,Manual,27434,Diesel,10280,20.0,68.9,2.0
6867, A4,2016,Manual,31139,Diesel,15697,20.0,68.9,2.0
6868, A4,2015,Manual,69134,Diesel,9547,20.0,67.3,2.0
6869, A5,2019,Semi-Auto,4750,Diesel,28950,145.0,50.4,2.0
6870, Q2,2019,Semi-Auto,7000,Petrol,29750,145.0,33.2,2.0
6871, Q3,2019,Manual,4750,Petrol,27750,145.0,40.9,1.5
6872, Q3,2017,Semi-Auto,23250,Diesel,22999,145.0,53.3,2.0
6873, A3,2017,Semi-Auto,21350,Petrol,25999,160.0,43.5,2.0
6874, A5,2017,Semi-Auto,18699,Petrol,32999,145.0,38.2,3.0
6875, A4,2019,Automatic,4035,Diesel,24199,145.0,50.4,2.0
6876, Q3,2019,Automatic,3517,Diesel,28599,145.0,47.1,2.0
6877, A6,2019,Automatic,10727,Diesel,35399,145.0,39.2,3.0
6878, Q2,2019,Automatic,2466,Diesel,26697,145.0,46.3,2.0
