id,model,year,transmission,mileage,fueltype,price,tax
4253, A4,2019,Semi-Auto,5345,Diesel,31850,145
4254, A3,2019,Semi-Auto,3946,Diesel,25450,145
4255, TT,2019,Semi-Auto,4389,Petrol,26850,145
4256, Q5,2019,Semi-Auto,2666,Diesel,47850,145
4257, A3,2018,Semi-Auto,15200,Petrol,22995,145
4258, A4,2017,Semi-Auto,26846,Diesel,25000,150
4259, A1,2019,Manual,7150,Petrol,17995,150
4260, TT,2015,Manual,13874,Petrol,17650,160
4261, A4,2016,Manual,68215,Petrol,11500,125
4262, A3,2015,Automatic,14000,Hybrid,17990,0
4263, Q2,2018,Manual,35967,Petrol,15900,145
4264, A3,2017,Manual,31780,Petrol,11930,145
4265, Q2,2018,Manual,30440,Diesel,15710,145
4266, A6,2017,Manual,34010,Diesel,15490,145
4267, A3,2016,Manual,18617,Petrol,13000,20
4268, A3,2015,Manual,34500,Diesel,10920,0
4269, Q3,2016,Semi-Auto,27200,Diesel,20495,160
4270, Q2,2019,Semi-Auto,3860,Diesel,23995,145
4271, A5,2019,Semi-Auto,3245,Diesel,25295,145
4272, A3,2019,Semi-Auto,3780,Diesel,23995,145
4273, Q2,2017,Semi-Auto,40283,Diesel,23500,145
4274, Q5,2016,Semi-Auto,55224,Diesel,19800,200
4275, Q2,2019,Manual,5950,Diesel,22995,145
4276, Q2,2017,Semi-Auto,25617,Petrol,19000,150
4277, Q5,2020,Semi-Auto,4500,Diesel,36000,145
4278, A1,2020,Manual,3500,Petrol,21000,145
4279, Q2,2019,Semi-Auto,7901,Petrol,24500,150
4280, A6,2016,Semi-Auto,40811,Diesel,24200,165
4281, Q5,2019,Semi-Auto,5204,Diesel,32500,150
4282, A3,2015,Manual,52516,Diesel,11995,20
4283, A1,2018,Semi-Auto,15122,Petrol,17995,150
4284, A3,2016,Manual,19950,Petrol,17495,30
4285, A4,2014,Semi-Auto,51120,Diesel,11995,125
4286, A5,2014,Manual,23550,Petrol,12020,145
4287, A4,2020,Semi-Auto,3920,Petrol,28995,145
4288, Q2,2019,Automatic,4360,Petrol,28800,145
4289, A4,2018,Semi-Auto,41200,Diesel,20995,145
4290, A3,2019,Semi-Auto,4990,Petrol,30995,145
4291, Q3,2019,Manual,6470,Petrol,26495,145
4292, Q7,2017,Semi-Auto,14640,Diesel,55900,145
4293, A1,2014,Manual,51808,Diesel,10995,0
4294, Q3,2019,Manual,4423,Diesel,27200,150
4295, A1,2016,Manual,19479,Petrol,11230,30
4296, A3,2016,Manual,25706,Petrol,13170,20
4297, A5,2015,Manual,61713,Diesel,10960,20
4298, A5,2016,Manual,17700,Diesel,19990,165
4299, A4,2018,Semi-Auto,9296,Petrol,17495,150
4300, A1,2020,Semi-Auto,5000,Petrol,23000,145
4301, A5,2020,Semi-Auto,4500,Diesel,35000,145
4302, A4,2016,Manual,30817,Diesel,17950,30
4303, A1,2017,Manual,23485,Petrol,12500,145
4304, Q2,2019,Semi-Auto,7279,Diesel,20000,145
4305, A1,2017,Manual,10959,Petrol,13500,145
4306, A6,2019,Automatic,8500,Diesel,31000,145
4307, A4,2016,Semi-Auto,26270,Diesel,23500,145
4308, A8,2018,Automatic,15486,Diesel,34700,145
4309, A4,2017,Manual,26461,Diesel,17850,30
4310, A6,2018,Semi-Auto,15552,Diesel,24850,145
4311, A6,2018,Manual,36000,Diesel,20450,145
4312, A6,2019,Semi-Auto,5000,Diesel,30850,145
4313, A3,2019,Semi-Auto,5910,Petrol,30495,145
4314, TT,2019,Semi-Auto,2964,Petrol,38495,145
4315, Q5,2019,Semi-Auto,8700,Hybrid,44495,135
4316, A5,2019,Semi-Auto,8150,Petrol,26995,145
4317, A3,2019,Semi-Auto,5956,Petrol,23900,150
4318, Q2,2020,Semi-Auto,1840,Petrol,30795,145
4319, A3,2018,Manual,25955,Diesel,20995,145
4320, Q7,2015,Automatic,33090,Diesel,31900,200
4321, Q3,2019,Semi-Auto,4435,Petrol,28995,145
4322, Q5,2015,Automatic,19780,Diesel,26400,235
4323, A6,2019,Semi-Auto,9840,Diesel,38995,145
4324, Q3,2019,Manual,4500,Petrol,25000,145
4325, A5,2017,Semi-Auto,31201,Diesel,21995,145
4326, A4,2018,Semi-Auto,23930,Petrol,28995,145
4327, A6,2018,Semi-Auto,28850,Diesel,19995,145
4328, A1,2020,Semi-Auto,2420,Petrol,20995,145
4329, A5,2020,Semi-Auto,3820,Diesel,30995,145
4330, Q8,2020,Semi-Auto,4174,Diesel,86995,145
4331, A7,2020,Semi-Auto,6150,Diesel,42995,145
4332, A5,2020,Semi-Auto,4951,Diesel,27495,145
4333, A4,2017,Manual,34917,Petrol,17450,125
4334, Q3,2015,Semi-Auto,42004,Diesel,16850,160
4335, Q7,2018,Semi-Auto,15426,Diesel,53850,145
4336, RS6,2016,Semi-Auto,37703,Petrol,47850,325
4337, Q7,2018,Semi-Auto,25800,Diesel,49850,145
4338, A5,2017,Semi-Auto,61612,Diesel,19450,145
4339, A5,2017,Semi-Auto,15729,Petrol,27995,240
4340, A5,2017,Semi-Auto,19527,Petrol,30495,150
4341, A5,2017,Semi-Auto,27938,Diesel,22495,125
4342, Q5,2016,Semi-Auto,39443,Diesel,20995,200
4343, A1,2019,Semi-Auto,3846,Petrol,21495,145
4344, A4,2020,Semi-Auto,3000,Petrol,30995,145
4345, Q3,2020,Semi-Auto,3000,Petrol,39995,145
4346, Q3,2020,Semi-Auto,3000,Petrol,34495,145
4347, Q2,2020,Semi-Auto,3000,Petrol,27995,145
4348, TT,2019,Semi-Auto,1730,Petrol,29495,150
4349, A4,2018,Semi-Auto,17656,Petrol,27995,150
4350, A5,2017,Semi-Auto,30475,Petrol,27995,150
4351, A1,2018,Manual,37074,Diesel,12495,145
4352, A6,2015,Semi-Auto,46482,Diesel,18495,200
4353, A4,2018,Automatic,13711,Petrol,27995,145
4354, A4,2019,Semi-Auto,4914,Diesel,26995,150
4355, Q5,2019,Semi-Auto,4306,Diesel,35995,150
4356, A3,2018,Semi-Auto,18207,Petrol,26995,150
4357, A3,2019,Manual,5,Diesel,19850,145
4358, A5,2019,Automatic,7860,Diesel,27450,145
4359, A6,2019,Automatic,3008,Diesel,46850,145
4360, A1,2019,Manual,1308,Petrol,19490,145
4361, A1,2019,Semi-Auto,1234,Petrol,19990,145
4362, Q8,2019,Semi-Auto,1943,Diesel,55995,145
4363, A8,2018,Semi-Auto,2905,Diesel,36995,145
4364, Q3,2017,Manual,32713,Diesel,22495,160
4365, Q3,2018,Semi-Auto,25966,Petrol,24495,145
4366, A1,2020,Manual,4062,Petrol,20495,145
4367, Q5,2020,Semi-Auto,5000,Petrol,39495,145
4368, A3,2016,Manual,53927,Diesel,13495,20
4369, Q5,2019,Semi-Auto,11000,Petrol,35495,145
4370, Q3,2019,Manual,3000,Diesel,28495,145
4371, A5,2019,Semi-Auto,10000,Petrol,26995,145
4372, A4,2019,Semi-Auto,3000,Petrol,27495,145
4373, A5,2019,Semi-Auto,3000,Petrol,28995,145
4374, A5,2019,Manual,3000,Petrol,26995,145
4375, Q5,2020,Semi-Auto,4000,Hybrid,49495,135
4376, A3,2019,Semi-Auto,6039,Petrol,25995,150
4377, A3,2016,Manual,43146,Diesel,13995,20
4378, TT,2016,Manual,23814,Diesel,16995,30
4379, A3,2017,Manual,27849,Diesel,18495,150
4380, A4,2018,Semi-Auto,6763,Petrol,31495,150
4381, A5,2019,Semi-Auto,8054,Diesel,33495,150
4382, TT,2017,Manual,37775,Diesel,17990,145
4383, A3,2016,Manual,47743,Diesel,13990,20
4384, Q5,2020,Semi-Auto,5000,Diesel,51495,145
4385, A4,2019,Semi-Auto,5006,Petrol,22995,145
4386, A4,2019,Semi-Auto,7000,Petrol,25995,145
4387, Q7,2016,Automatic,30781,Diesel,28850,200
4388, Q8,2019,Automatic,6470,Diesel,52850,145
4389, A6,2019,Automatic,68,Diesel,27850,145
4390, A4,2019,Automatic,3957,Petrol,25850,145
4391, A4,2019,Automatic,2453,Diesel,29450,145
4392, R8,2018,Semi-Auto,3800,Petrol,93950,145
4393, A1,2017,Manual,29464,Petrol,11495,150
4394, A3,2017,Manual,42101,Diesel,17995,145
4395, A1,2016,Manual,42221,Petrol,11495,30
4396, A1,2013,Manual,41762,Diesel,8495,0
4397, A3,2019,Semi-Auto,6171,Petrol,32995,150
4398, TT,2019,Semi-Auto,9255,Petrol,29495,150
4399, Q5,2019,Semi-Auto,12413,Diesel,31995,150
4400, A1,2017,Manual,27804,Petrol,11490,30
4401, RS6,2020,Semi-Auto,2000,Petrol,102544,145
4402, Q5,2020,Semi-Auto,6000,Diesel,56990,145
4403, A3,2019,Manual,5500,Diesel,18000,145
4404, A5,2019,Automatic,10500,Diesel,35850,145
4405, A1,2019,Semi-Auto,9000,Petrol,21000,145
4406, A3,2019,Manual,4500,Diesel,17500,145
4407, A6,2019,Semi-Auto,8000,Diesel,26490,145
4408, A3,2016,Semi-Auto,33241,Diesel,16990,30
4409, RS6,2017,Semi-Auto,30921,Petrol,53990,150
4410, A6,2017,Semi-Auto,28412,Diesel,23990,150
4411, Q7,2016,Semi-Auto,74840,Diesel,28990,205
4412, A1,2018,Manual,23451,Petrol,15990,150
4413, A1,2016,Manual,35678,Petrol,12990,0
4414, A4,2016,Semi-Auto,35952,Diesel,20995,145
4415, A6,2016,Semi-Auto,28332,Diesel,23495,160
4416, Q5,2018,Semi-Auto,15387,Petrol,38995,145
4417, A3,2019,Semi-Auto,14429,Petrol,22495,145
4418, A3,2015,Manual,49825,Diesel,12995,0
4419, A4,2019,Semi-Auto,15511,Petrol,26495,145
4420, A3,2017,Semi-Auto,19215,Petrol,25495,145
4421, A1,2014,Manual,70654,Diesel,9990,0
4422, A5,2017,Semi-Auto,24984,Petrol,20990,150
4423, A3,2017,Semi-Auto,17775,Petrol,25990,205
4424, Q3,2020,Semi-Auto,6000,Diesel,35990,145
4425, Q3,2020,Semi-Auto,5000,Petrol,37990,145
4426, A3,2015,Manual,47687,Diesel,13990,20
4427, A6,2017,Semi-Auto,33070,Diesel,19990,145
4428, RS4,2018,Semi-Auto,33827,Petrol,49990,145
4429, Q5,2019,Semi-Auto,18500,Petrol,41990,145
4430, Q8,2018,Semi-Auto,16900,Diesel,62990,145
4431, A4,2019,Automatic,6500,Petrol,24500,145
4432, A3,2019,Manual,7041,Diesel,19500,145
4433, Q3,2017,Semi-Auto,21871,Petrol,21450,145
4434, Q2,2019,Automatic,4500,Petrol,26000,145
4435, A1,2019,Semi-Auto,5000,Petrol,20000,145
4436, A3,2019,Manual,4500,Petrol,21000,145
4437, A5,2018,Automatic,13453,Petrol,33990,145
4438, A3,2017,Manual,16000,Diesel,18990,145
4439, A5,2017,Semi-Auto,18311,Petrol,21490,145
4440, Q2,2018,Manual,31612,Diesel,17990,150
4441, A1,2020,Manual,6000,Petrol,20999,150
4442, A4,2016,Manual,26898,Diesel,16490,0
4443, RS4,2014,Semi-Auto,58460,Petrol,26490,555
4444, Q7,2018,Semi-Auto,20372,Diesel,40790,150
4445, A6,2014,Semi-Auto,40678,Diesel,15990,20
4446, Q3,2017,Manual,16224,Diesel,23490,145
4447, A5,2018,Automatic,16700,Petrol,22990,145
4448, A3,2019,Automatic,6000,Petrol,26059,145
4449, Q3,2019,Automatic,6000,Diesel,30990,145
4450, Q8,2019,Automatic,6000,Diesel,61990,145
4451, Q7,2018,Automatic,3750,Diesel,43490,145
4452, Q5,2019,Automatic,5000,Petrol,34990,145
4453, RS5,2019,Automatic,2000,Petrol,53990,145
4454, A6,2016,Semi-Auto,25665,Diesel,24990,160
4455, A1,2017,Manual,21676,Petrol,13990,145
4456, Q7,2019,Automatic,3139,Diesel,49990,145
4457, Q3,2019,Automatic,6000,Diesel,35990,145
4458, Q5,2019,Semi-Auto,6000,Petrol,39215,145
4459, Q2,2019,Manual,6000,Petrol,27120,145
4460, A1,2019,Manual,6000,Petrol,25990,145
4461, A1,2019,Manual,6000,Petrol,20490,145
4462, A1,2017,Semi-Auto,44343,Petrol,16990,145
4463, Q5,2019,Automatic,6665,Petrol,37490,145
4464, Q5,2019,Semi-Auto,10000,Diesel,37990,145
4465, Q7,2018,Semi-Auto,11326,Diesel,56990,145
4466, A3,2019,Semi-Auto,2480,Petrol,32990,145
4467, A3,2019,Automatic,6000,Diesel,26663,145
4468, Q3,2019,Automatic,3027,Diesel,29490,145
4469, Q7,2019,Semi-Auto,8224,Diesel,53990,145
4470, A1,2019,Manual,6000,Petrol,20595,145
4471, Q7,2020,Semi-Auto,6000,Diesel,62990,145
4472, Q3,2019,Manual,6000,Petrol,29990,145
4473, TT,2019,Automatic,6000,Petrol,24975,145
4474, A3,2019,Semi-Auto,6000,Petrol,26990,145
4475, A6,2019,Semi-Auto,6000,Diesel,41990,145
4476, A3,2019,Semi-Auto,7898,Petrol,31990,145
4477, Q8,2019,Semi-Auto,7793,Diesel,66990,145
4478, Q3,2019,Manual,6000,Petrol,26990,145
4479, Q3,2019,Manual,6000,Petrol,24990,145
4480, A6,2019,Automatic,6000,Diesel,49990,145
4481, TT,2019,Automatic,6000,Petrol,32990,145
4482, Q5,2019,Automatic,6000,Petrol,35490,145
4483, Q2,2019,Automatic,6000,Diesel,27790,145
4484, A4,2019,Automatic,6000,Petrol,27990,145
4485, A5,2017,Semi-Auto,28500,Diesel,22990,145
4486, A4,2018,Semi-Auto,16669,Diesel,24990,145
4487, Q3,2019,Semi-Auto,6573,Diesel,28490,145
4488, Q3,2019,Semi-Auto,3009,Petrol,39990,145
4489, A6,2019,Automatic,6508,Diesel,36990,145
4490, Q3,2019,Automatic,7199,Petrol,34990,145
4491, A3,2019,Automatic,5000,Diesel,22190,145
4492, Q2,2019,Automatic,6023,Petrol,29995,145
4493, A1,2019,Semi-Auto,2246,Petrol,21811,145
4494, A3,2014,Automatic,24597,Hybrid,15490,0
4495, RS6,2017,Semi-Auto,39300,Petrol,54490,145
4496, Q3,2019,Automatic,15484,Petrol,29990,145
4497, A5,2019,Semi-Auto,16177,Petrol,25750,145
4498, A3,2019,Semi-Auto,7454,Petrol,23990,145
4499, Q2,2018,Semi-Auto,8650,Petrol,20990,145
4500, A3,2019,Semi-Auto,14246,Petrol,21990,145
4501, A4,2018,Manual,13894,Petrol,20990,145
4502, A5,2019,Manual,6000,Petrol,31990,145
4503, A5,2019,Manual,6000,Petrol,31990,145
4504, Q5,2019,Automatic,6000,Diesel,36490,145
4505, Q5,2019,Automatic,6000,Diesel,31490,145
4506, A6,2019,Automatic,11500,Diesel,27975,145
4507, Q3,2019,Semi-Auto,7595,Diesel,31990,145
4508, A8,2019,Automatic,5000,Diesel,40990,145
4509, Q3,2019,Manual,6000,Petrol,24990,145
4510, TT,2019,Manual,6000,Petrol,26990,145
4511, Q2,2017,Semi-Auto,25221,Petrol,19490,30
4512, Q5,2017,Semi-Auto,18495,Diesel,24990,145
4513, A3,2018,Manual,13732,Petrol,22490,145
4514, TT,2019,Semi-Auto,3931,Petrol,49990,145
4515, Q3,2019,Manual,6000,Petrol,24990,145
4516, TT,2019,Automatic,1791,Petrol,31750,145
4517, Q7,2019,Semi-Auto,13769,Diesel,47990,145
4518, Q3,2019,Manual,11130,Diesel,25490,145
4519, A5,2019,Automatic,7500,Petrol,29490,145
4520, A3,2020,Semi-Auto,6000,Petrol,30990,145
4521, Q2,2020,Manual,6000,Petrol,26339,145
4522, Q5,2019,Semi-Auto,6000,Petrol,38990,145
4523, A1,2019,Manual,6000,Petrol,20595,145
4524, A1,2018,Manual,19481,Petrol,15400,145
4525, A1,2017,Manual,29271,Petrol,14400,30
4526, Q5,2020,Semi-Auto,4000,Petrol,37000,145
4527, Q2,2019,Manual,7235,Diesel,22750,145
4528, Q3,2019,Automatic,6000,Petrol,37990,145
4529, Q2,2019,Automatic,6000,Petrol,28355,145
4530, A6,2019,Automatic,7500,Diesel,28490,145
4531, A4,2019,Manual,6000,Petrol,21990,145
4532, TT,2019,Automatic,5000,Petrol,26490,145
4533, Q7,2019,Automatic,5000,Diesel,44990,145
4534, A4,2019,Automatic,5000,Diesel,27490,145
4535, A3,2019,Automatic,5999,Diesel,19000,145
4536, Q3,2020,Semi-Auto,3999,Petrol,32500,145
4537, Q2,2019,Manual,5433,Diesel,22750,145
4538, Q2,2019,Automatic,5999,Diesel,21500,145
4539, A3,2016,Manual,22740,Petrol,17400,30
4540, A1,2016,Manual,23932,Diesel,14700,20
4541, Q3,2017,Manual,18937,Petrol,19750,145
4542, Q3,2019,Automatic,5644,Diesel,25500,145
4543, TT,2016,Manual,33700,Petrol,16400,145
4544, Q5,2017,Semi-Auto,13255,Petrol,31990,145
4545, Q2,2017,Manual,22698,Petrol,18250,145
4546, A6,2020,Semi-Auto,3999,Diesel,35000,145
4547, A3,2019,Automatic,6000,Petrol,33990,145
4548, A1,2019,Manual,6272,Petrol,19857,145
4549, Q7,2019,Automatic,6301,Diesel,49490,145
4550, A6,2019,Automatic,5999,Diesel,30000,145
4551, A3,2019,Semi-Auto,8932,Diesel,20000,145
4552, A5,2019,Automatic,4999,Diesel,27500,145
4553, Q3,2019,Manual,5999,Petrol,27000,145
4554, Q3,2016,Manual,59816,Diesel,16000,145
4555, A1,2016,Manual,45998,Petrol,12000,30
4556, A1,2017,Semi-Auto,17449,Petrol,13000,20
4557, A1,2020,Semi-Auto,3999,Petrol,25250,145
4558, Q5,2020,Semi-Auto,7499,Diesel,60000,145
4559, Q3,2019,Manual,3999,Petrol,27500,145
4560, A3,2015,Semi-Auto,48954,Hybrid,16000,0
4561, A3,2017,Manual,20698,Petrol,19250,145
4562, A4,2019,Automatic,6999,Diesel,25250,145
4563, TT,2019,Automatic,6000,Petrol,30878,145
4564, Q7,2019,Automatic,6000,Diesel,55990,145
4565, TT,2019,Automatic,6000,Petrol,28490,145
4566, Q3,2019,Manual,6000,Petrol,27990,145
4567, Q3,2019,Manual,6000,Petrol,24990,145
4568, Q3,2019,Manual,6000,Petrol,24990,145
4569, A1,2020,Semi-Auto,2999,Petrol,22000,145
4570, A1,2020,Manual,3999,Petrol,21000,145
4571, Q7,2020,Automatic,6500,Diesel,59750,145
4572, Q5,2020,Semi-Auto,2500,Diesel,45000,145
4573, A1,2020,Semi-Auto,2999,Petrol,22250,145
4574, Q2,2020,Manual,2999,Petrol,23000,145
4575, Q7,2019,Automatic,9570,Diesel,56900,145
4576, A3,2019,Automatic,12607,Diesel,18000,145
4577, Q2,2019,Manual,4999,Petrol,20000,145
4578, A4,2020,Semi-Auto,3999,Diesel,32500,145
4579, A4,2015,Manual,54644,Diesel,13491,30
4580, Q3,2016,Semi-Auto,22351,Petrol,17032,145
4581, TT,2016,Manual,21705,Petrol,19472,165
4582, A1,2019,Semi-Auto,7439,Petrol,21560,145
4583, A6,2018,Semi-Auto,21457,Diesel,29200,145
4584, A3,2016,Semi-Auto,20202,Petrol,24291,165
4585, A3,2018,Semi-Auto,14464,Petrol,21991,150
4586, Q5,2016,Semi-Auto,27443,Diesel,22991,205
4587, A5,2016,Automatic,29325,Diesel,16926,160
4588, A3,2017,Semi-Auto,48575,Petrol,16436,145
4589, Q3,2019,Semi-Auto,6103,Petrol,34026,145
4590, A5,2017,Automatic,25237,Diesel,19686,145
4591, A1,2016,Manual,26487,Petrol,12291,30
4592, Q7,2017,Semi-Auto,46566,Diesel,35991,205
4593, Q7,2019,Automatic,7999,Diesel,68000,145
4594, Q3,2018,Semi-Auto,16655,Petrol,24991,150
4595, A3,2013,Manual,55600,Diesel,9991,20
4596, A6,2016,Semi-Auto,24827,Petrol,31991,330
4597, A1,2016,Manual,38876,Petrol,12491,30
4598, TT,2017,Manual,38083,Petrol,16991,150
4599, A3,2018,Semi-Auto,27342,Petrol,26891,150
4600, A8,2018,Semi-Auto,5760,Petrol,38861,145
4601, Q2,2017,Semi-Auto,39000,Diesel,22692,145
4602, A3,2013,Manual,42345,Petrol,10941,30
4603, A3,2019,Manual,7644,Diesel,17900,145
4604, A3,2019,Semi-Auto,6278,Petrol,31750,145
4605, Q2,2019,Semi-Auto,7335,Petrol,32500,145
4606, A1,2016,Semi-Auto,44290,Diesel,12300,0
4607, A4,2015,Semi-Auto,46877,Diesel,13750,0
4608, A5,2019,Semi-Auto,3999,Diesel,27500,145
4609, A3,2019,Automatic,3999,Petrol,26950,145
4610, Q5,2019,Automatic,7200,Diesel,47000,145
4611, A4,2015,Manual,20434,Petrol,14850,145
4612, Q5,2018,Semi-Auto,16897,Diesel,28884,145
4613, A1,2019,Semi-Auto,4499,Petrol,21991,150
4614, A4,2018,Manual,24282,Diesel,18350,145
4615, Q3,2016,Semi-Auto,10633,Petrol,20700,145
4616, Q3,2017,Semi-Auto,35035,Diesel,19741,145
4617, Q5,2016,Semi-Auto,77432,Diesel,17585,200
4618, Q5,2016,Semi-Auto,15744,Diesel,23442,200
4619, A8,2018,Semi-Auto,22688,Diesel,36441,145
4620, A4,2018,Semi-Auto,14860,Petrol,20171,145
4621, Q5,2016,Semi-Auto,33763,Diesel,21772,200
4622, A3,2016,Semi-Auto,31513,Petrol,18381,30
4623, A1,2017,Semi-Auto,19107,Petrol,17962,30
4624, Q5,2020,Semi-Auto,2648,Diesel,42991,145
4625, A4,2017,Semi-Auto,19860,Diesel,21382,145
4626, A4,2017,Semi-Auto,16508,Petrol,20900,145
4627, TT,2016,Semi-Auto,25529,Petrol,37000,300
4628, TT,2015,Manual,39700,Diesel,16000,30
4629, A6,2016,Semi-Auto,19862,Diesel,20000,145
4630, A4,2020,Semi-Auto,2999,Diesel,46750,145
4631, A1,2020,Semi-Auto,2999,Petrol,22750,145
4632, A6,2019,Semi-Auto,15700,Diesel,28360,145
4633, A5,2019,Semi-Auto,11000,Diesel,28320,145
4634, A3,2019,Manual,8624,Petrol,17420,145
4635, Q2,2017,Semi-Auto,19786,Petrol,20052,145
4636, Q2,2017,Manual,52236,Petrol,17202,125
4637, A5,2016,Manual,32219,Petrol,15682,160
4638, Q2,2019,Semi-Auto,3588,Diesel,21944,145
4639, Q3,2019,Manual,3500,Petrol,28470,145
4640, A4,2020,Semi-Auto,3200,Petrol,34990,145
4641, Q3,2020,Manual,2100,Petrol,31990,145
4642, A1,2015,Semi-Auto,48643,Petrol,11461,20
4643, A6,2020,Semi-Auto,3503,Diesel,35780,145
4644, Q3,2020,Manual,2985,Diesel,32990,145
4645, A4,2019,Automatic,3608,Diesel,43880,145
4646, A1,2016,Manual,31104,Petrol,11761,30
4647, A1,2017,Manual,28512,Petrol,12891,30
4648, A4,2019,Semi-Auto,16211,Petrol,24480,145
4649, A3,2019,Automatic,5505,Diesel,22510,145
4650, A5,2019,Automatic,11067,Petrol,26100,145
4651, Q8,2019,Automatic,10200,Diesel,48022,145
4652, Q5,2016,Semi-Auto,40787,Diesel,21990,200
4653, Q5,2019,Semi-Auto,6000,Diesel,67990,145
4654, A5,2019,Automatic,5000,Diesel,33990,145
4655, A1,2019,Manual,6000,Petrol,19979,145
4656, A1,2020,Semi-Auto,5000,Petrol,24990,145
4657, Q5,2020,Semi-Auto,6000,Diesel,53990,145
4658, Q2,2020,Manual,6000,Petrol,24653,145
4659, A5,2020,Semi-Auto,5137,Diesel,31780,145
4660, Q3,2016,Manual,28448,Petrol,16596,125
4661, A4,2017,Semi-Auto,25145,Petrol,21781,145
4662, A1,2016,Manual,39356,Petrol,13671,30
4663, Q7,2016,Semi-Auto,48322,Diesel,32989,200
4664, Q5,2019,Automatic,2994,Diesel,36050,145
4665, A5,2019,Semi-Auto,3633,Petrol,29630,145
4666, Q5,2019,Semi-Auto,7152,Diesel,33185,145
4667, Q5,2019,Automatic,5000,Diesel,52990,145
4668, A4,2019,Automatic,5000,Diesel,45990,145
4669, A5,2019,Automatic,5000,Diesel,31990,145
4670, Q7,2020,Semi-Auto,799,Diesel,59990,145
4671, Q5,2020,Semi-Auto,6000,Diesel,34990,145
4672, Q7,2020,Semi-Auto,6000,Diesel,86990,145
4673, Q5,2019,Semi-Auto,3525,Petrol,44033,145
4674, Q2,2019,Automatic,6000,Petrol,36990,145
4675, A3,2019,Automatic,4800,Diesel,26664,145
4676, TT,2019,Semi-Auto,1266,Petrol,27990,145
4677, Q5,2019,Automatic,6000,Diesel,33490,145
4678, Q5,2019,Automatic,6000,Diesel,33990,145
4679, A6,2017,Semi-Auto,51214,Diesel,22261,150
4680, Q3,2018,Semi-Auto,17211,Petrol,23411,145
4681, A3,2018,Semi-Auto,40125,Petrol,18291,145
4682, A3,2016,Manual,42500,Diesel,11980,20
4683, Q8,2019,Automatic,4968,Diesel,50576,145
4684, A5,2019,Automatic,5347,Diesel,28376,145
4685, Q2,2019,Manual,11422,Diesel,19430,145
4686, Q2,2019,Semi-Auto,12647,Petrol,24080,145
4687, Q2,2019,Semi-Auto,10025,Diesel,20760,145
4688, Q2,2019,Semi-Auto,901,Petrol,26846,145
4689, A3,2019,Automatic,6650,Petrol,22910,145
4690, Q5,2019,Semi-Auto,3361,Petrol,37844,145
4691, Q2,2019,Semi-Auto,5446,Petrol,31270,145
4692, A4,2015,Automatic,68003,Diesel,14722,200
4693, A3,2019,Manual,4493,Diesel,22061,145
4694, Q2,2019,Manual,5151,Petrol,29665,145
4695, A6,2019,Automatic,9500,Diesel,28990,145
4696, Q5,2018,Semi-Auto,38500,Diesel,27841,145
4697, A5,2014,Manual,23838,Diesel,14821,30
4698, A1,2013,Semi-Auto,52278,Petrol,9991,125
4699, A3,2020,Semi-Auto,2500,Petrol,27991,145
4700, Q5,2019,Semi-Auto,13246,Diesel,28070,145
4701, Q2,2019,Manual,12,Diesel,21512,145
4702, A4,2019,Manual,5986,Petrol,24416,145
4703, A5,2017,Automatic,16495,Petrol,29082,145
4704, A4,2019,Semi-Auto,8981,Diesel,25826,145
4705, A6,2016,Semi-Auto,50810,Diesel,23562,160
4706, Q3,2017,Manual,46063,Diesel,17241,145
4707, A5,2017,Manual,27678,Petrol,19973,145
4708, Q5,2017,Semi-Auto,49158,Petrol,36641,145
4709, A5,2017,Semi-Auto,36209,Petrol,26990,240
4710, Q3,2017,Semi-Auto,33201,Petrol,19990,150
4711, Q7,2020,Semi-Auto,6000,Diesel,84990,150
4712, Q5,2016,Semi-Auto,12562,Diesel,33990,240
4713, A3,2017,Manual,29657,Diesel,14490,20
4714, A1,2017,Manual,15038,Petrol,13990,145
4715, A1,2018,Manual,15000,Petrol,17990,150
4716, Q7,2013,Semi-Auto,51753,Diesel,24490,305
4717, A3,2018,Manual,15000,Petrol,20490,150
4718, A4,2017,Semi-Auto,14578,Petrol,19732,145
4719, A4,2016,Semi-Auto,77896,Diesel,14797,20
4720, Q2,2019,Semi-Auto,10652,Diesel,27840,145
4721, A5,2020,Semi-Auto,6000,Petrol,33990,145
4722, A1,2019,Manual,6000,Petrol,21990,145
4723, Q7,2020,Semi-Auto,6000,Diesel,59990,145
4724, Q2,2018,Manual,8057,Petrol,22990,150
4725, A3,2014,Semi-Auto,56732,Diesel,14102,125
4726, TT,2017,Manual,35000,Diesel,16995,145
4727, A3,2013,Manual,73295,Diesel,8991,20
4728, A1,2016,Semi-Auto,33291,Petrol,15681,30
4729, Q2,2017,Semi-Auto,9534,Petrol,20421,145
4730, A5,2016,Semi-Auto,31901,Petrol,21111,30
4731, A3,2019,Semi-Auto,14580,Petrol,21946,145
4732, Q2,2017,Manual,22326,Petrol,18182,145
4733, Q2,2019,Semi-Auto,7212,Diesel,21540,145
4734, Q5,2016,Manual,34991,Diesel,19833,160
4735, Q7,2019,Automatic,3052,Diesel,58216,145
4736, A5,2017,Semi-Auto,32065,Diesel,20962,145
4737, Q7,2019,Automatic,7511,Diesel,48266,145
4738, Q2,2019,Manual,6500,Petrol,24490,145
4739, A8,2018,Automatic,5289,Diesel,36990,145
4740, A1,2017,Semi-Auto,26241,Petrol,13750,30
