number_of_rooms,number_of_bathrooms,sqft,location,days_on_market,initial_price,neighborhood,rental_price
3,2,1170,good,11,4880,west_welmwood,4880
3,2,1093,great,7,5356,east_elmwood,5356
3,2,1219,good,9,4951,west_welmwood,4951
2,1,539,poor,42,2709,northwest,2589.804
1,1,462,great,1,2462,east_elmwood,2462
3,2,1211,good,5,5032,west_welmwood,5032
0,1,530,good,13,1837,west_welmwood,1837
0,1,177,good,5,1496,west_welmwood,1496
0,1,116,good,14,1424,west_welmwood,1424
0,1,494,poor,45,1493,northwest,1418.35
1,1,685,good,4,2173,west_welmwood,2173
0,1,515,great,7,2389,east_elmwood,2389
1,1,398,good,1,1900,west_welmwood,1900
0,1,408,good,0,1839,west_welmwood,1839
1,1,694,good,0,2165,west_welmwood,2165
0,1,499,great,5,2324,east_elmwood,2324
1,1,558,good,6,1974,west_welmwood,1974
2,1,603,poor,63,2610,northwest,2385.54
0,1,448,great,9,2260,east_elmwood,2260
2,1,818,good,3,3409,west_welmwood,3409
1,1,586,great,4,2535,east_elmwood,2535
2,1,770,poor,30,3114,northwest,3051.72
1,1,675,good,13,2053,west_welmwood,2053
3,2,1024,poor,28,4560,northwest,4487.04
2,1,532,good,12,3019,west_welmwood,3019
3,2,816,poor,47,4210,northwest,3982.66
2,1,838,good,8,3341,west_welmwood,3341
3,2,1059,great,4,5329,east_elmwood,5329
1,1,637,good,3,2119,west_welmwood,2119
0,1,464,good,3,1799,west_welmwood,1799
2,1,767,good,4,3288,west_welmwood,3288
2,1,577,great,5,3618,east_elmwood,3618
1,1,403,poor,28,1619,northwest,1593.096
2,1,751,good,8,3255,west_welmwood,3255
0,1,304,great,2,2219,east_elmwood,2219
2,1,868,poor,41,3033,northwest,2905.614
0,1,440,great,9,2293,east_elmwood,2293
2,1,729,great,1,3806,east_elmwood,3806
2,1,772,good,12,3281,west_welmwood,3281
1,1,551,poor,18,1840,northwest,1840
1,1,319,poor,44,1411,northwest,1343.272
1,1,644,poor,63,1484,northwest,1356.376
1,1,586,poor,23,1862,northwest,1850.828
3,2,893,poor,31,4418,northwest,4320.804
1,1,413,great,3,2343,east_elmwood,2343
1,1,721,good,14,2031,west_welmwood,2031
2,1,844,good,7,3358,west_welmwood,3358
3,2,1247,good,9,4992,west_welmwood,4992
1,1,686,great,6,2623,east_elmwood,2623
3,2,975,good,8,4701,west_welmwood,4701
0,1,487,good,13,1722,west_welmwood,1722
0,1,115,good,5,1500,west_welmwood,1500
1,1,555,poor,45,1608,northwest,1527.6
0,1,194,good,5,1550,west_welmwood,1550
2,1,683,poor,40,2855,northwest,2740.8
0,1,498,good,11,1751,west_welmwood,1751
0,1,540,poor,44,1516,northwest,1443.232
3,2,1138,good,1,4982,west_welmwood,4982
1,1,518,great,1,2486,east_elmwood,2486
2,1,667,poor,37,2933,northwest,2833.278
2,1,935,good,2,3512,west_welmwood,3512
3,2,1160,great,4,5431,east_elmwood,5431
0,1,167,good,13,1401,west_welmwood,1401
2,1,878,poor,53,2968,northwest,2772.112
2,1,705,good,5,3267,west_welmwood,3267
0,1,256,good,3,1657,west_welmwood,1657
2,1,886,good,11,3369,west_welmwood,3369
2,1,864,great,0,3929,east_elmwood,3929
1,1,523,good,0,2046,west_welmwood,2046
2,1,924,poor,46,3055,northwest,2896.14
1,1,486,great,13,2383,east_elmwood,2383
1,1,353,good,6,1744,west_welmwood,1744
0,1,133,poor,30,1187,northwest,1163.26
1,1,577,poor,22,1884,northwest,1876.464
1,1,499,great,6,2486,east_elmwood,2486
0,1,325,great,1,2170,east_elmwood,2170
1,1,578,poor,37,1687,northwest,1629.642
3,2,1032,good,12,4788,west_welmwood,4788
0,1,229,good,2,1564,west_welmwood,1564
1,1,539,great,14,2353,east_elmwood,2353
0,1,538,good,10,1882,west_welmwood,1882
2,1,564,good,9,3047,west_welmwood,3047
2,1,697,great,5,3766,east_elmwood,3766
2,1,629,good,13,3132,west_welmwood,3132
0,1,530,great,14,2329,east_elmwood,2329
2,1,688,good,9,3235,west_welmwood,3235
2,1,925,good,1,3469,west_welmwood,3469
1,1,537,good,8,1988,west_welmwood,1988
3,2,1029,great,13,5294,east_elmwood,5294
1,1,712,good,0,2230,west_welmwood,2230
3,2,898,good,10,4610,west_welmwood,4610
2,1,749,good,9,3249,west_welmwood,3249
1,1,747,good,11,2164,west_welmwood,2164
0,1,267,poor,33,1296,northwest,1262.304
3,2,1117,poor,44,4487,northwest,4271.624
1,1,581,poor,59,1527,northwest,1407.894
1,1,687,poor,47,1732,northwest,1638.472
2,1,683,good,0,3254,west_welmwood,3254
1,1,587,poor,18,1908,northwest,1908
0,1,477,poor,44,1467,northwest,1396.584
3,2,944,good,13,4625,west_welmwood,4625
0,1,511,great,1,2420,east_elmwood,2420
3,2,932,poor,36,4444,northwest,4301.792
0,1,347,good,8,1686,west_welmwood,1686
0,1,272,good,2,1645,west_welmwood,1645
2,1,659,great,11,3698,east_elmwood,3698
1,1,742,great,10,2678,east_elmwood,2678
2,1,830,great,14,3826,east_elmwood,3826
2,1,571,great,3,3631,east_elmwood,3631
3,2,1007,great,5,5339,east_elmwood,5339
3,2,1059,poor,34,4592,northwest,4463.424
2,1,823,poor,23,3191,northwest,3171.854
1,1,705,great,5,2681,east_elmwood,2681
1,1,381,poor,16,1742,northwest,1742
1,1,558,good,4,2010,west_welmwood,2010
1,1,452,poor,35,1637,northwest,1587.89
1,1,446,good,7,1911,west_welmwood,1911
3,2,1011,good,11,4704,west_welmwood,4704
2,1,770,good,5,3285,west_welmwood,3285
3,2,853,good,11,4592,west_welmwood,4592
0,1,436,good,2,1838,west_welmwood,1838
2,1,718,good,11,3197,west_welmwood,3197
0,1,507,good,5,1835,west_welmwood,1835
0,1,175,great,11,1985,east_elmwood,1985
1,1,379,good,9,1785,west_welmwood,1785
0,1,463,good,4,1859,west_welmwood,1859
0,1,131,great,10,1917,east_elmwood,1917
1,1,584,good,7,2039,west_welmwood,2039
1,1,343,good,2,1866,west_welmwood,1866
0,1,424,poor,24,1589,northwest,1576.288
1,1,670,good,3,2153,west_welmwood,2153
2,1,551,good,8,3103,west_welmwood,3103
2,1,737,great,14,3733,east_elmwood,3733
1,1,655,poor,36,1810,northwest,1752.08
3,2,946,poor,46,4289,northwest,4065.972
1,1,360,good,1,1841,west_welmwood,1841
3,2,988,good,2,4846,west_welmwood,4846
2,1,641,poor,17,3075,northwest,3075
3,2,1163,good,12,4938,west_welmwood,4938
3,2,1025,good,14,4745,west_welmwood,4745
3,2,893,great,0,5228,east_elmwood,5228
1,1,302,poor,38,1413,northwest,1362.132
3,2,1183,good,2,4978,west_welmwood,4978
1,1,721,great,3,2707,east_elmwood,2707
2,1,670,poor,18,3137,northwest,3137
3,2,1138,great,12,5408,east_elmwood,5408
0,1,144,good,11,1436,west_welmwood,1436
1,1,543,good,9,1927,west_welmwood,1927
3,2,838,poor,63,4086,northwest,3734.604
1,1,478,poor,16,1833,northwest,1833
2,1,760,good,2,3319,west_welmwood,3319
3,2,1054,good,9,4775,west_welmwood,4775
1,1,738,poor,55,1641,northwest,1526.13
1,1,331,poor,52,1321,northwest,1236.456
2,1,881,great,6,3923,east_elmwood,3923
2,1,916,poor,29,3211,northwest,3153.202
1,1,592,good,12,1923,west_welmwood,1923
0,1,250,great,5,2088,east_elmwood,2088
3,2,1233,poor,36,4710,northwest,4559.28
1,1,672,great,14,2547,east_elmwood,2547
0,1,522,great,7,2318,east_elmwood,2318
1,1,523,poor,59,1465,northwest,1350.73
3,2,1116,great,1,5470,east_elmwood,5470
0,1,389,good,14,1647,west_welmwood,1647
3,2,1008,great,13,5198,east_elmwood,5198
0,1,320,great,9,2173,east_elmwood,2173
2,1,707,good,1,3301,west_welmwood,3301
2,1,776,great,5,3870,east_elmwood,3870
1,1,607,great,6,2582,east_elmwood,2582
2,1,931,good,1,3475,west_welmwood,3475
3,2,886,great,2,5224,east_elmwood,5224
2,1,785,good,14,3277,west_welmwood,3277
0,1,373,great,4,2199,east_elmwood,2199
3,2,1243,good,7,4983,west_welmwood,4983
0,1,549,poor,48,1454,northwest,1372.576
2,1,620,poor,58,2641,northwest,2440.284
2,1,921,good,1,3550,west_welmwood,3550
0,1,106,poor,25,1239,northwest,1226.61
1,1,623,good,4,2039,west_welmwood,2039
0,1,328,great,9,2097,east_elmwood,2097
3,2,1129,poor,37,4581,northwest,4425.246
3,2,857,poor,42,4237,northwest,4050.572
3,2,999,poor,32,4567,northwest,4457.392
3,2,966,good,13,4681,west_welmwood,4681
3,2,897,great,11,5107,east_elmwood,5107
1,1,369,good,2,1807,west_welmwood,1807
3,2,817,good,12,4541,west_welmwood,4541
1,1,317,good,11,1688,west_welmwood,1688
3,2,1228,great,8,5521,east_elmwood,5521
1,1,479,good,14,1800,west_welmwood,1800
1,1,748,good,12,2082,west_welmwood,2082
1,1,330,good,11,1680,west_welmwood,1680
1,1,398,good,14,1723,west_welmwood,1723
2,1,533,poor,50,2623,northwest,2465.62
3,2,830,good,3,4664,west_welmwood,4664
3,2,1050,good,8,4783,west_welmwood,4783
3,2,942,poor,64,4201,northwest,3831.312
2,1,621,poor,42,2841,northwest,2715.996
3,2,1221,great,9,5522,east_elmwood,5522
0,1,259,poor,37,1288,northwest,1244.208
1,1,599,poor,44,1645,northwest,1566.04
2,1,860,good,3,3461,west_welmwood,3461
0,1,330,good,2,1735,west_welmwood,1735
2,1,736,great,8,3773,east_elmwood,3773
1,1,687,great,14,2532,east_elmwood,2532
3,2,1040,poor,24,4695,northwest,4657.44
1,1,718,great,11,2640,east_elmwood,2640
1,1,313,poor,15,1656,northwest,1656
3,2,1008,poor,37,4492,northwest,4339.272
1,1,550,poor,42,1585,northwest,1515.26
1,1,467,poor,60,1407,northwest,1294.44
0,1,472,great,9,2243,east_elmwood,2243
0,1,189,great,4,2002,east_elmwood,2002
2,1,935,poor,15,3429,northwest,3429
2,1,638,poor,37,2843,northwest,2746.338
3,2,803,great,5,5055,east_elmwood,5055
2,1,734,poor,37,2940,northwest,2840.04
3,2,815,good,5,4566,west_welmwood,4566
2,1,618,good,0,3228,west_welmwood,3228
2,1,519,poor,30,2790,northwest,2734.2
3,2,1163,great,7,5429,east_elmwood,5429
0,1,145,good,0,1542,west_welmwood,1542
2,1,805,good,1,3345,west_welmwood,3345
0,1,512,great,13,2318,east_elmwood,2318
0,1,515,great,8,2307,east_elmwood,2307
0,1,470,great,10,2251,east_elmwood,2251
2,1,845,good,14,3312,west_welmwood,3312
2,1,676,great,2,3726,east_elmwood,3726
0,1,157,good,3,1523,west_welmwood,1523
3,2,905,good,8,4666,west_welmwood,4666
1,1,335,poor,34,1461,northwest,1420.092
3,2,1240,great,7,5555,east_elmwood,5555
1,1,686,good,9,2093,west_welmwood,2093
1,1,437,good,2,1948,west_welmwood,1948
3,2,1217,poor,29,4766,northwest,4680.212
3,2,854,poor,47,4256,northwest,4026.176
0,1,511,good,12,1787,west_welmwood,1787
1,1,494,poor,18,1798,northwest,1798
3,2,876,good,13,4560,west_welmwood,4560
1,1,653,good,6,2057,west_welmwood,2057
2,1,537,good,14,2997,west_welmwood,2997
2,1,670,good,5,3258,west_welmwood,3258
1,1,477,good,4,1980,west_welmwood,1980
2,1,775,good,8,3265,west_welmwood,3265
0,1,332,good,8,1670,west_welmwood,1670
3,2,1214,good,3,5062,west_welmwood,5062
2,1,631,poor,57,2618,northwest,2424.268
2,1,801,good,4,3357,west_welmwood,3357
3,2,847,good,10,4606,west_welmwood,4606
2,1,672,great,8,3699,east_elmwood,3699
2,1,903,good,2,3468,west_welmwood,3468
0,1,513,poor,55,1386,northwest,1288.98
1,1,642,great,7,2551,east_elmwood,2551
3,2,973,poor,42,4398,northwest,4204.488
1,1,452,great,2,2458,east_elmwood,2458
0,1,119,good,5,1440,west_welmwood,1440
2,1,763,good,12,3228,west_welmwood,3228
1,1,365,good,10,1745,west_welmwood,1745
1,1,548,poor,47,1556,northwest,1471.976
2,1,920,good,6,3486,west_welmwood,3486
0,1,303,great,5,2138,east_elmwood,2138
1,1,664,poor,27,1938,northwest,1910.868
2,1,773,good,11,3249,west_welmwood,3249
0,1,143,good,7,1510,west_welmwood,1510
0,1,286,good,14,1554,west_welmwood,1554
3,2,850,poor,45,4232,northwest,4020.4
1,1,670,poor,42,1761,northwest,1683.516
0,1,165,poor,55,1006,northwest,935.58
0,1,322,poor,45,1297,northwest,1232.15
1,1,496,good,3,1988,west_welmwood,1988
2,1,777,good,4,3358,west_welmwood,3358
0,1,290,good,7,1597,west_welmwood,1597
0,1,281,great,14,2027,east_elmwood,2027
0,1,185,poor,56,1063,northwest,986.464
1,1,601,poor,23,1915,northwest,1903.51
0,1,156,poor,33,1264,northwest,1231.136
3,2,967,poor,18,4644,northwest,4644
2,1,687,good,7,3253,west_welmwood,3253
0,1,102,great,13,1852,east_elmwood,1852
0,1,237,good,3,1577,west_welmwood,1577
3,2,1076,great,7,5330,east_elmwood,5330
0,1,308,poor,47,1206,northwest,1140.876
1,1,715,poor,27,1966,northwest,1938.476
3,2,1095,poor,38,4598,northwest,4432.472
3,2,1110,good,14,4784,west_welmwood,4784
2,1,788,good,2,3352,west_welmwood,3352
2,1,568,great,4,3629,east_elmwood,3629
3,2,1097,poor,35,4553,northwest,4416.41
1,1,540,good,13,1885,west_welmwood,1885
0,1,507,poor,30,1624,northwest,1591.52
3,2,919,good,14,4647,west_welmwood,4647
0,1,314,poor,35,1320,northwest,1280.4
3,2,1191,poor,43,4637,northwest,4423.698
3,2,919,good,0,4734,west_welmwood,4734
0,1,343,great,4,2199,east_elmwood,2199
2,1,574,great,3,3633,east_elmwood,3633
2,1,755,good,5,3343,west_welmwood,3343
3,2,874,good,7,4629,west_welmwood,4629
0,1,504,poor,29,1602,northwest,1573.164
0,1,444,poor,41,1477,northwest,1414.966
0,1,386,good,9,1741,west_welmwood,1741
0,1,481,poor,51,1404,northwest,1316.952
1,1,696,poor,32,1908,northwest,1862.208
3,2,840,poor,15,4547,northwest,4547
1,1,697,good,7,2115,west_welmwood,2115
1,1,676,good,2,2202,west_welmwood,2202
3,2,1094,great,9,5382,east_elmwood,5382
2,1,669,poor,28,3004,northwest,2955.936
1,1,340,good,10,1729,west_welmwood,1729
1,1,475,good,1,1923,west_welmwood,1923
0,1,340,good,1,1728,west_welmwood,1728
1,1,389,good,2,1846,west_welmwood,1846
1,1,623,poor,31,1787,northwest,1747.686
0,1,264,good,12,1525,west_welmwood,1525
1,1,701,poor,60,1578,northwest,1451.76
3,2,1069,good,12,4760,west_welmwood,4760
2,1,908,good,1,3465,west_welmwood,3465
1,1,745,good,0,2253,west_welmwood,2253
3,2,989,poor,43,4431,northwest,4227.174
0,1,470,great,9,2315,east_elmwood,2315
1,1,599,good,6,2035,west_welmwood,2035
3,2,885,good,11,4622,west_welmwood,4622
2,1,508,good,11,2950,west_welmwood,2950
2,1,763,good,2,3372,west_welmwood,3372
2,1,545,great,10,3587,east_elmwood,3587
1,1,505,great,1,2538,east_elmwood,2538
0,1,262,poor,18,1434,northwest,1434
3,2,812,poor,48,4166,northwest,3932.704
2,1,592,poor,55,2638,northwest,2453.34
1,1,356,poor,38,1450,northwest,1397.8
2,1,519,good,5,3082,west_welmwood,3082
2,1,877,poor,23,3254,northwest,3234.476
2,1,644,great,14,3579,east_elmwood,3579
1,1,745,good,12,2161,west_welmwood,2161
1,1,747,good,7,2205,west_welmwood,2205
1,1,380,great,11,2231,east_elmwood,2231
1,1,459,poor,62,1349,northwest,1235.684
3,2,1073,good,11,4773,west_welmwood,4773
0,1,376,good,7,1726,west_welmwood,1726
2,1,757,poor,38,2969,northwest,2862.116
1,1,658,poor,33,1807,northwest,1760.018
2,1,816,great,11,3848,east_elmwood,3848
2,1,848,good,11,3371,west_welmwood,3371
0,1,259,good,2,1634,west_welmwood,1634
2,1,607,good,4,3142,west_welmwood,3142
3,2,894,good,6,4719,west_welmwood,4719
1,1,339,poor,64,1220,northwest,1112.64
2,1,756,poor,40,2930,northwest,2812.8
0,1,209,good,9,1518,west_welmwood,1518
2,1,567,good,5,3070,west_welmwood,3070
0,1,504,good,0,1877,west_welmwood,1877
0,1,486,poor,52,1344,northwest,1257.984
1,1,666,good,11,2086,west_welmwood,2086
2,1,532,great,6,3558,east_elmwood,3558
1,1,503,good,12,1840,west_welmwood,1840
1,1,453,poor,56,1345,northwest,1248.16
2,1,659,great,5,3716,east_elmwood,3716
0,1,278,good,0,1661,west_welmwood,1661
2,1,524,good,5,3083,west_welmwood,3083
1,1,527,good,11,1904,west_welmwood,1904
1,1,661,poor,52,1601,northwest,1498.536
3,2,1025,good,13,4775,west_welmwood,4775
3,2,810,good,3,4660,west_welmwood,4660
3,2,1086,good,13,4843,west_welmwood,4843
3,2,812,good,0,4661,west_welmwood,4661
3,2,881,good,0,4742,west_welmwood,4742
1,1,510,great,12,2428,east_elmwood,2428
1,1,378,good,11,1815,west_welmwood,1815
2,1,889,great,10,3934,east_elmwood,3934
1,1,748,poor,18,2038,northwest,2038
1,1,476,poor,57,1366,northwest,1264.916
3,2,931,poor,31,4433,northwest,4335.474
0,1,111,good,9,1468,west_welmwood,1468
1,1,571,poor,36,1757,northwest,1700.776
2,1,909,poor,63,2898,northwest,2648.772
3,2,1131,poor,35,4601,northwest,4462.97
1,1,552,great,9,2446,east_elmwood,2446
0,1,419,good,14,1709,west_welmwood,1709
2,1,551,good,6,3130,west_welmwood,3130
3,2,1120,good,7,4938,west_welmwood,4938
1,1,647,poor,58,1536,northwest,1419.264
0,1,435,good,0,1785,west_welmwood,1785
0,1,222,good,1,1656,west_welmwood,1656
0,1,468,good,11,1725,west_welmwood,1725
2,1,561,poor,47,2693,northwest,2547.578
1,1,747,poor,59,1699,northwest,1566.478
1,1,696,great,14,2573,east_elmwood,2573
1,1,440,good,13,1797,west_welmwood,1797
1,1,686,great,9,2600,east_elmwood,2600
2,1,712,great,7,3701,east_elmwood,3701
0,1,302,poor,26,1432,northwest,1414.816
2,1,626,good,14,3074,west_welmwood,3074
1,1,700,poor,55,1663,northwest,1546.59
1,1,409,good,12,1808,west_welmwood,1808
3,2,880,good,4,4678,west_welmwood,4678
3,2,915,good,5,4713,west_welmwood,4713
1,1,748,poor,48,1756,northwest,1657.664
0,1,227,good,9,1487,west_welmwood,1487
1,1,390,good,8,1840,west_welmwood,1840
0,1,460,good,0,1902,west_welmwood,1902
1,1,392,good,8,1782,west_welmwood,1782
2,1,921,good,14,3383,west_welmwood,3383
2,1,756,good,3,3336,west_welmwood,3336
1,1,604,great,1,2583,east_elmwood,2583
3,2,832,great,3,5137,east_elmwood,5137
3,2,1022,great,2,5386,east_elmwood,5386
2,1,517,poor,36,2756,northwest,2667.808
3,2,1018,good,6,4847,west_welmwood,4847
0,1,422,good,7,1727,west_welmwood,1727
2,1,716,good,8,3283,west_welmwood,3283
0,1,301,great,3,2172,east_elmwood,2172
1,1,608,poor,29,1829,northwest,1796.078
2,1,889,poor,17,3277,northwest,3277
2,1,577,great,9,3636,east_elmwood,3636
2,1,671,great,0,3765,east_elmwood,3765
0,1,315,poor,44,1277,northwest,1215.704
1,1,709,great,1,2739,east_elmwood,2739
3,2,1204,poor,63,4400,northwest,4021.6
0,1,187,great,13,1920,east_elmwood,1920
0,1,543,poor,31,1677,northwest,1640.106
1,1,351,good,6,1799,west_welmwood,1799
2,1,816,poor,45,2952,northwest,2804.4
3,2,994,poor,53,4323,northwest,4037.682
1,1,612,good,2,2102,west_welmwood,2102
0,1,447,good,8,1798,west_welmwood,1798
0,1,457,good,7,1744,west_welmwood,1744
3,2,1211,good,8,4968,west_welmwood,4968
0,1,284,poor,60,1041,northwest,957.72
1,1,741,poor,19,2035,northwest,2035
0,1,425,great,2,2298,east_elmwood,2298
1,1,308,poor,36,1491,northwest,1443.288
1,1,390,good,8,1776,west_welmwood,1776
1,1,675,great,14,2529,east_elmwood,2529
0,1,283,poor,44,1262,northwest,1201.424
1,1,460,good,1,1938,west_welmwood,1938
1,1,678,great,4,2609,east_elmwood,2609
2,1,892,great,11,3925,east_elmwood,3925
3,2,1149,good,7,4978,west_welmwood,4978
3,2,876,great,2,5207,east_elmwood,5207
1,1,588,poor,21,1850,northwest,1846.3
3,2,1005,good,5,4794,west_welmwood,4794
2,1,636,good,3,3193,west_welmwood,3193
3,2,955,good,3,4763,west_welmwood,4763
1,1,661,poor,37,1741,northwest,1681.806
1,1,477,great,7,2447,east_elmwood,2447
3,2,1230,good,4,5070,west_welmwood,5070
2,1,735,great,13,3698,east_elmwood,3698
2,1,630,poor,60,2667,northwest,2453.64
2,1,506,good,12,3017,west_welmwood,3017
3,2,1191,poor,18,4896,northwest,4896
3,2,1103,poor,44,4475,northwest,4260.2
2,1,760,great,9,3780,east_elmwood,3780
3,2,979,good,14,4693,west_welmwood,4693
0,1,440,great,7,2231,east_elmwood,2231
1,1,359,great,12,2286,east_elmwood,2286
0,1,125,poor,38,1104,northwest,1064.256
1,1,692,good,0,2147,west_welmwood,2147
0,1,503,poor,49,1455,northwest,1370.61
1,1,659,good,12,2025,west_welmwood,2025
3,2,995,good,12,4682,west_welmwood,4682
0,1,435,poor,27,1522,northwest,1500.692
3,2,1028,great,14,5204,east_elmwood,5204
3,2,880,good,5,4676,west_welmwood,4676
2,1,796,poor,15,3261,northwest,3261
0,1,252,great,6,2140,east_elmwood,2140
1,1,675,good,11,2112,west_welmwood,2112
0,1,133,good,3,1482,west_welmwood,1482
0,1,400,poor,18,1622,northwest,1622
3,2,954,poor,19,4629,northwest,4629
1,1,332,great,12,2174,east_elmwood,2174
3,2,1178,poor,53,4479,northwest,4183.386
0,1,334,good,6,1698,west_welmwood,1698
0,1,176,good,2,1548,west_welmwood,1548
2,1,854,poor,58,2909,northwest,2687.916
2,1,846,good,1,3461,west_welmwood,3461
2,1,543,good,2,3129,west_welmwood,3129
2,1,620,good,1,3225,west_welmwood,3225
3,2,911,poor,31,4419,northwest,4321.782
0,1,304,great,1,2241,east_elmwood,2241
0,1,241,great,3,2116,east_elmwood,2116
0,1,453,great,13,2269,east_elmwood,2269
2,1,589,great,11,3617,east_elmwood,3617
2,1,942,poor,15,3419,northwest,3419
2,1,678,poor,37,2936,northwest,2836.176
1,1,465,poor,42,1519,northwest,1452.164
0,1,256,great,0,2140,east_elmwood,2140
2,1,561,poor,56,2580,northwest,2394.24
3,2,1032,good,4,4804,west_welmwood,4804
0,1,502,good,0,1915,west_welmwood,1915
1,1,617,poor,35,1739,northwest,1686.83
3,2,846,good,10,4620,west_welmwood,4620
2,1,632,poor,37,2874,northwest,2776.284
0,1,244,poor,59,1087,northwest,1002.214
1,1,366,good,12,1708,west_welmwood,1708
3,2,1097,good,4,4865,west_welmwood,4865
3,2,931,poor,42,4385,northwest,4192.06
2,1,531,good,3,3142,west_welmwood,3142
1,1,428,good,13,1796,west_welmwood,1796
0,1,427,great,1,2283,east_elmwood,2283
2,1,682,poor,24,3036,northwest,3011.712
0,1,181,poor,16,1430,northwest,1430
2,1,672,good,10,3179,west_welmwood,3179
2,1,548,poor,35,2762,northwest,2679.14
2,1,721,good,5,3274,west_welmwood,3274
1,1,379,poor,56,1283,northwest,1190.624
0,1,369,poor,17,1592,northwest,1592
2,1,738,good,2,3329,west_welmwood,3329
0,1,321,great,14,2034,east_elmwood,2034
2,1,636,great,9,3684,east_elmwood,3684
1,1,564,poor,60,1452,northwest,1335.84
2,1,723,good,7,3250,west_welmwood,3250
1,1,584,poor,16,1950,northwest,1950
1,1,307,good,12,1690,west_welmwood,1690
2,1,946,great,11,3975,east_elmwood,3975
2,1,655,good,2,3226,west_welmwood,3226
3,2,1101,good,4,4903,west_welmwood,4903
2,1,779,poor,27,3101,northwest,3057.586
1,1,497,poor,28,1737,northwest,1709.208
3,2,806,poor,55,4066,northwest,3781.38
1,1,746,good,4,2223,west_welmwood,2223
0,1,358,poor,30,1462,northwest,1432.76
0,1,181,good,11,1489,west_welmwood,1489
1,1,553,good,8,1964,west_welmwood,1964
2,1,864,poor,15,3299,northwest,3299
3,2,1040,good,11,4785,west_welmwood,4785
2,1,516,good,8,3037,west_welmwood,3037
2,1,517,good,13,3005,west_welmwood,3005
2,1,835,poor,27,3131,northwest,3087.166
3,2,1163,good,7,4987,west_welmwood,4987
3,2,1044,poor,64,4281,northwest,3904.272
3,2,1025,good,3,4887,west_welmwood,4887
0,1,103,great,6,1970,east_elmwood,1970
3,2,990,poor,33,4476,northwest,4359.624
2,1,575,good,7,3143,west_welmwood,3143
3,2,1014,good,6,4796,west_welmwood,4796
3,2,1185,poor,16,4897,northwest,4897
3,2,1058,good,0,4865,west_welmwood,4865
1,1,412,great,10,2284,east_elmwood,2284
0,1,251,good,12,1547,west_welmwood,1547
2,1,711,good,1,3301,west_welmwood,3301
2,1,813,good,4,3401,west_welmwood,3401
2,1,726,poor,33,3016,northwest,2937.584
0,1,192,poor,19,1434,northwest,1434
1,1,486,good,11,1922,west_welmwood,1922
3,2,1198,great,4,5524,east_elmwood,5524
1,1,316,good,14,1688,west_welmwood,1688
3,2,1238,great,5,5550,east_elmwood,5550
3,2,868,good,1,4658,west_welmwood,4658
1,1,371,great,13,2264,east_elmwood,2264
2,1,597,good,5,3135,west_welmwood,3135
0,1,298,good,13,1597,west_welmwood,1597
3,2,1049,good,6,4831,west_welmwood,4831
2,1,553,good,11,3063,west_welmwood,3063
0,1,521,poor,61,1322,northwest,1213.596
3,2,902,poor,49,4300,northwest,4050.6
1,1,719,poor,41,1791,northwest,1715.778
2,1,713,poor,63,2703,northwest,2470.542
3,2,1196,good,0,5060,west_welmwood,5060
1,1,426,good,8,1874,west_welmwood,1874
3,2,1235,poor,44,4671,northwest,4446.792
2,1,643,great,3,3670,east_elmwood,3670
0,1,535,poor,26,1692,northwest,1671.696
2,1,581,poor,29,2913,northwest,2860.566
0,1,111,poor,62,849,northwest,777.684
1,1,469,great,6,2432,east_elmwood,2432
3,2,880,great,11,5103,east_elmwood,5103
1,1,487,good,8,1909,west_welmwood,1909
1,1,492,good,14,1834,west_welmwood,1834
2,1,846,good,4,3394,west_welmwood,3394
0,1,121,good,1,1522,west_welmwood,1522
3,2,984,poor,25,4561,northwest,4515.39
3,2,964,good,8,4705,west_welmwood,4705
3,2,998,good,3,4818,west_welmwood,4818
0,1,282,great,3,2119,east_elmwood,2119
0,1,498,good,12,1811,west_welmwood,1811
0,1,157,good,9,1511,west_welmwood,1511
1,1,495,good,4,1969,west_welmwood,1969
1,1,522,good,4,2029,west_welmwood,2029
3,2,1036,poor,42,4496,northwest,4298.176
0,1,441,good,5,1830,west_welmwood,1830
1,1,361,good,1,1870,west_welmwood,1870
1,1,452,poor,50,1426,northwest,1340.44
0,1,441,great,0,2373,east_elmwood,2373
1,1,396,good,0,1918,west_welmwood,1918
0,1,220,good,12,1528,west_welmwood,1528
3,2,894,good,14,4628,west_welmwood,4628
0,1,111,good,7,1435,west_welmwood,1435
2,1,881,great,7,3872,east_elmwood,3872
1,1,613,great,13,2478,east_elmwood,2478
1,1,380,poor,58,1296,northwest,1197.504
3,2,985,good,5,4829,west_welmwood,4829
2,1,784,great,14,3738,east_elmwood,3738
1,1,431,poor,19,1787,northwest,1787
2,1,564,great,3,3664,east_elmwood,3664
1,1,445,poor,64,1296,northwest,1181.952
0,1,236,good,3,1631,west_welmwood,1631
2,1,893,good,6,3407,west_welmwood,3407
1,1,355,good,3,1824,west_welmwood,1824
1,1,600,poor,42,1655,northwest,1582.18
3,2,929,great,7,5162,east_elmwood,5162
2,1,881,poor,30,3146,northwest,3083.08
3,2,801,poor,22,4462,northwest,4444.152
1,1,732,good,9,2132,west_welmwood,2132
1,1,702,poor,23,2003,northwest,1990.982
3,2,1033,poor,53,4355,northwest,4067.57
2,1,700,great,9,3691,east_elmwood,3691
