unique_id,airline_name,overall_rating,review_title,review_date,verified,review,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_beverages,ground_service,inflight_entertainment,wifi_connectivity,value_for_money,recommended
477,Viva Air,1,"""$170 CAD for carry-on luggage""",3rd December 2022,False,Worst Airline Ever! I will never fly with this airline again. I checked in online where it said I was allowed a carry-on and personal item. When I get to the gate they charged us $170 CAD per person for carry-on luggage! I was told if I did not pay I would not get on the flight. Didn't want to get stuck in Medellin! Paid almost as much for carry-ons as I did for the flight.,A320,Family Leisure,Economy Class,Medellin to Miami,Nov-22,1,1,1,1,1,1,1,no
478,Thai Smile Airways,1,"""Worst service ever!""",2nd May 2023,True,"Worst service ever! First time I ever met such a break during passenger line-up for chcek-in. Without saying a word or even sorry, she just close the counter seeing me standing in front of her counter for almost 1 hour, and there is only 1 counter open for internet/mobile checked-in at that time (only 2 counters for mobile check-in, one is closed, and another one is just closed in front of me), at least she should have waited until she got her team to take turn, right? Even I have asked her that for now it’s only my group remaining in queue, could you please just have it done? She just not care and say: Madam, it is my break time! Oh My goodness, if I have missed my flight just because of this worst",A320,Family Leisure,Economy Class,Bangkok to Phnom Penh,May-23,2,3,3,1,1,1,1,no
479,Air Canada rouge,4,"""premium rouge seats uncomfortable""",29th July 2019,True,"Have flown this route a few times in ""Premium Rouge"" Firstly, it has always been late. On my most recent flight Manchester to Toronto no amenity kit in Premium Rouge, iPads lent out but no headphones, not a  word from the pilots. Food basic. On the return YYZ/MAN Premium breakfast is a slice of banana bread with a drink. Same aircraft both ways and the iPads were grubby, the seat trays dirty. I find the premium rouge seats uncomfortable when compared with Air Canada premium economy. Also, if you use the Rouge iPads, entertainment is only films, no music, games or moving map. Pretty poor experience. Having used the service a few times, have decided I will no longer use Rouge for any further flights.",Boeing 767-300,Solo Leisure,Premium Economy,Manchester to Toronto,Jul-19,1,2,1,2,1,1,2,no
480,SpiceJet,1,"""There was utter confusion and no clarity""",30th May 2022,True,"SG 953 on 19/5/2022 Delhi Terminal 1 to Shirdi International Terminal. The flight was scheduled to land at Shirdi at 4.50pm. Instead, the flight landed at Mumbai at 5.30pm. Announcement was made just before landing at Mumbai. Reason given was storm at Shirdi when actually there was no storm and 3 different flights from Chennai, Tirupati and Vizag (including one ATR) landed around the same time. This was confirmed from local authority at Shirdi. Passengers were in the aircraft for more than 3 hours in Mumbai, during this period there were only 2 announcements, 1st announcement after 1 hour of landing in Mumbai that flight will be taken to Nashik as it could not land in Shirdi after dark. 2nd announcement after 3.5 hours was that passengers were given 3 options: Option 1: stay at",Boeing 747,Business,Economy Class,Delhi to Shirdi,May-22,1,1,1,1,1,1,1,no
481,Thai Smile Airways,10,"""staff are very helpful""",14th June 2023,True,Very excited to fly with Thai Smile Airways with my children. The ground staff are very helpful and very friendly! The flight attendants are also greeting with nice smile! The flight take-off and landing are very smooth! If I have a chance definitely will fly with Thai Smile Airways again.,A320,Family Leisure,Economy Class,Bangkok to Hat Yai,Jun-23,5,5,5,5,5,5,5,yes
482,Corsair,1,"""end up on a charter plane""",25th July 2017,False,"I paid and book several months in advance a flight with the company Corsair and to my disappointment I end up on a charter plane of a Portuguese company flying from Montreal to Paris. Why pay for Corsair flight at a full price to end up on a foreign charter plane. Entertainment onboard only has old movies that I have seen in flight on other routes several years ago. No relation with the one that is posted on the Corsair site. Moreover the French leaves a lot to be desired on board. My mother tongue being French I myself had difficulty understanding. I call this stealing customers and this is the last time I would travel with Corsair. Pay the price for Corsair and finish with a charter company called Hi Fly, no thanks.",A340-300,Solo Leisure,Economy Class,Montreal to Paris,Jul-17,1,3,1,1,1,1,1,no
483,Thai Smile Airways,6,"""Staff are less friendly""",30th June 2023,False,Flight was 30 minutes late. No reason given. Staff are less friendly on this flight. More focused on their own lunch in the back behind the curtain than on passenger service.,A320,Solo Leisure,Economy Class,Bangkok to Hat Yai,Jun-23,1,2,1,3,1,1,3,yes
484,Thai Smile Airways,4,"""the temperature too hot""",17th July 2023,True,"Very unsatisfying, the air-conditioning was low and the temperature too hot. Furthermore I was asked to turn off ipad even though it was in flight mode. All tourists around me used mobile phones with Bluetooth but I was denied use my ipad with Bluetooth. People should be treated equally this is not acceptable.",A320-200,Business,Economy Class,Bangkok to Chiang Mai,Jul-23,2,2,1,4,1,1,3,no
485,Finnair,1,"""lounge in Helsinki was disgusting""",4th January 2023,True,Worse airline in business class. They didn't send my requested food for all passengers. They booked me on a flexible fare on return trip and while cancellation they don't want to refund the whole amount. The lounge in Helsinki was disgusting (no food options and very slow bar). The A350 cabin from Helsinki - Delhi was an old tattered plane with dirty seats and very uncomfortable shape of seats. Definitely not worth the money for business class. Finnair doesn't understand luxury at any level. The response from team is quite sad and what they do to satisfy any consumer is useless. Rather avoid specially if you are traveling with family or used to a bit of convenience and paying for comfort.,A350,Family Leisure,Business Class,Warsaw to Delhi via Helsinki,Dec-22,1,3,1,3,3,1,1,no
486,Viva Air,1,"""the last time I fly VivaAir""",26th June 2022,True,"VIP Boarding is a scam, VIP Seats are a scam. Too many flight cancellations without warning. Every question I ask, the response is “I don’t know”. Uncomfortable seats. Always super late, and they lie about being on time. I will stick to US-based airlines from now on. This is the last time I fly VivaAir.",A320 Neo,Couple Leisure,Economy Class,Cancun to Las Vegas via Mexico City,Jun-22,1,3,2,1,1,1,1,no
487,Iberia,1,"""this was the first on Iberia - and the last""",28th April 2022,True,"I have flown business class to Europe regularly from Panama and return over the last 10 years, using all the European airlines that cover the trip, all the American and even South American this was the first on Iberia - and the last. The plane was 5.5 years old. Seat, very little storage, very thin padding, I had to sit on my pillow to make it comfortable. Service, no menu, no pre dinner drinks, food served all on one tray covered in foil and plastic wrap. No real explanation of what the food was. No after dinner drinks. I asked for a scotch and I was told that they weren't sure whether it was available. IFE was poor. Offered 30 mins of complimentary WiFi, it did not work. Sleep was impossible due to crew constantly",A330-200,Couple Leisure,Business Class,Panama City to Madrid,Apr-22,1,1,1,4,2,1,1,no
488,Thai Lion Air,5,"""expensive Premium Seat scam""",6th February 2019,True,"Bangkok to Krabi. Thai Lion are both long haul, low cost, no-frills airlines. They get you where you want to go, usually more or less on time, at very very attractive prices. Our team of 15 pax flies often on their domestic and international routes and since we’re usually quite satisfied we’ll continue to do so but don’t fall into the trap of their expensive Premium Seat scam. All their seats are the same. They all have the same width and the “pitch” (the distance for your legs to extend between your row and the row in front of you) is identical in all the rows. At high extra additional prices they sell “Hot Seats”: rows 1-5 in red color, in the front. The seat size is identical but they promise “Priority Boarding” (you’ll be",Boeing 737-900ER,Family Leisure,Economy Class,Bangkok to Krabi,Feb-19,1,2,1,1,1,1,5,yes
489,Rwandair,2,"""poor efforts to retrieve luggage""",21st May 2023,True,Delayed luggage and poor efforts to retrieve luggage. I boarded a Rwandair flight from Dubai to Lagos on 14th May and on arrival my luggage was delayed. Today is 20th May and I am not connected with my luggage despite several calls and emails. I had to purchase most of the items in my box because I was arriving for my marriage. This was after a combined 5 hours delay at Dubai (3 hours after technical issues with plane) and 2 hours in Kigali during the connecting flight.,Boeing 737-800,Business,Economy Class,Kigali to Lagos,May-23,1,1,1,2,1,1,2,no
490,Go First,2,"""never value time for its customer""",21st April 2023,True,The airline never value time for its customer. This time they have delayed the flight without prior intimation. Reaching to the boarding gate and then you come to know that 2 hour flight is delayed by 3 Hours. No executive present at boarding gate and you have to go back to the enquiry desk and then they tell you that it is delayed by operational reasons.,A320,Business,Economy Class,Delhi to Pune,Apr-23,1,1,1,1,1,1,1,no
491,Air Canada rouge,3,"""No longer a bargain flight""",13th September 2019,True,"Flew to Lisbon Sept 10 on AC1916, economy. Nice new plane. First drink not served until dinner 2 or 3 hours later. Staff confirmed in flight entertainment did not work on this plane. Should work on iPad or android device as there are no built in screens on Rouge. On flights to Europe they do provide a hot meal. It was very good (within north America you pay for food). The fees to pre-book seats are high, exorbitant for seats with more leg room. No longer a bargain flight. Standard seats are okay, as on air transat. Rouge MUST solve the in-flight entertainment.",Boeing 767,Couple Leisure,Economy Class,Toronto to Lisbon,Sep-19,3,3,3,4,1,1,3,no
492,Bangkok Airways,3,"""old planes, low legspace""",15th February 2019,True,"Bangkok to Phuket. Bangkok Airways bills itself as ""Asia's Boutique Airline"" which is a bit of a joke given their old planes, low legspace, lackluster food service, and no in flight entertainment. Just about the only thing that is boutique is the price. Flights are extremely expensive but Bangkok Airways runs a monopoly on many internal routes in Thailand, which let's them get away with it. The first leg was infested with mosquitos and the plane was rather old, but service was ok. Flight was delayed by 45 minutes which led to a tight connection, but staff were available to es ort us through immigration and to the next flight. The second flight was also an old but serviceable plane. Unfortunately, the airline managed to lose our bags as well as those of half the",A319,Couple Leisure,Economy Class,Yangon to Phuket via Bangkok,Feb-19,2,3,1,4,1,1,1,no
493,Iberia,2,"""have never seen such unhelpful, frankly lazy, and rude customer service""",15th June 2022,False,"The ground crew at check in at the JFK Airport in New York is the worst, without exception, that we have ever encountered! It is unbelievable that an airline could maintain such poor representation of their airline company and in fact they were so bad that somehow there appears to be terrible supervision and management. We flew from JFK-MAD on 6/5/22. The check in process started about 40 minutes after the time on the board and that could be caused by any number of reasons, but despite a long customer line for the full flight and about 6 people milling around behind their counter, no one ever explained anything and didn't even look at any of the passengers in line. When they opened the check in finally and we got to the counter, we were",A330,Couple Leisure,Premium Economy,New York JFK to Madrid,Jun-22,2,5,2,1,3,5,2,no
494,Vistara,9,"""eager to help and nothing was trouble at all""",4th May 2021,True,"Right from boarding to landing, Vistara conducted it's duty with utmost sincerity and dedication. Premium economy cabins are spacious and so are seats. Cabin planning is good. They secure cabin from Economy class hence it feels private and less loud. The mood light shades they use are really appealing and food is just fantastic! In fact all flights originating from India, serves fantastic food! Hands down it's the best meal I have eaten on-board a flight. While I am at it, I might add that they can be bit generous with serving portions. IFE is bit boring and it needs more variety and latest movies. All this on one side and their cabin crew on another side. They elevate the experience on to another level. Vistara's crew are very professional and warm-hearted people. I could",Boeing 787-9,Solo Leisure,Premium Economy,Delhi to Frankfurt,May-21,5,5,5,3,3,5,5,yes
495,NIKI,5,"""Niki's service is not that good""",13th October 2016,False,"Niki is no low cost airline anymore (if it ever was one). Flights between large European cities cost up to 100€ and more, also my flight from VIE to FCO was not cheap but Niki's service is not that good. The only thing Niki offers you compared to other airlines is a cold and ugly sandwich plus a soft drink but it is not worth the price. However the ground staff (which in fact were staff from the airport) were experienced and friendly. Despite that the cabin crew was unkind and sloppy and their english-skills had been disastrous. The IFE was made up of a safety video and a map not more.",A319,Business,Economy Class,VIE to FCO,Oct-16,4,3,3,4,1,1,1,no
496,Rwandair,7,"""kind, attentive and friendly""",3rd March 2020,False,"Kigali to London. Comfortable, quiet cabin with loads of room and a long lie-flat bed. Crew were kind, attentive and friendly throughout flight. Easily the best way to get to Rwanda from UK. What a refreshing change to see smiles and laughter in the galley! I recommend for a genuine and lovely Rwandan welcome.",A330,Business,Business Class,Kigali to London,Feb-20,5,5,3,5,2,4,5,yes
497,Air China,5,"""cabin looking quite dirty""",22nd June 2023,True,"A long flight (10h) Cabin luggage allowance is very low, (5kg). The boarding process went well in Milan. The aircraft itself is average. No signs of modernity, cabin looking quite dirty, small pitch in Economy seats. Although it is said to exist, wifi was never available. Very little variety of movies or series to watch. The catering is of basic quality, and the crew is not particularly nice. Flight was in time.",A350,Business,Economy Class,Milan Malpensa to Beijing,Jun-23,2,3,2,3,2,1,3,no
498,Iberia Express,8,"""Great job for a low-cost""",16th February 2020,True,"Gran Canaria to Madrid. Great job for a low-cost airline. Punctual, and excellent onboard entertainment system. Maybe the seats are a little bit cramped, but it is low cost.",A320,Couple Leisure,Economy Class,Gran Canaria to Madrid,Feb-20,3,4,3,5,5,4,4,yes
499,Batik Air,8,"""experience is not heinously bad""",2nd May 2023,True,"Yogyakarta to Jakarta. Not the strongest of all starts for this flight as it was delayed by 35 minutes, causing me to feel anxious and panicked as this would mean missing my connection to Bangkok and eventually to Tokyo. The ground staff at Yogyakarta refused to rebook me to an earlier flight, but they kept their promises that my flight will leave before 3 in the afternoon, which is a good thing. The seat was comfortable for a 50-minute hop, and because I was assigned an emergency exit seat, more legroom is guaranteed. Crews were just okay; not rude but also not too friendly. Light meals were served for this 50-minute flight, which consisted of bread and a bottle of water. The biggest letdown was the in-flight entertainment - it used a system produced by",Boeing 737-800NG,Family Leisure,Economy Class,Yogyakarta to Jakarta,Apr-23,4,4,4,4,3,1,4,yes
500,Jetstar Airways,5,"""when you are 2 hours delayed everything looks bleak""",11th October 2022,True,Plane on an average condition but when you are 2 hours delayed everything looks bleak. Flight was 100% full. After take-off the in-flight service started where you could buy from a menu. Nothing complimentary was offered. For 1 hour and 56 minutes either sleep or read nothing to do. IFE they offer on B787 through app and your own headphones. This period from the 11 B787 that they operate 6 were out of service due to spare unavailability.,A320,Couple Leisure,Economy Class,Cairns to Gold Coast,Sep-22,2,3,1,1,1,1,3,no
501,Air China,1,"""What a nightmare""",19th November 2019,False,"Bangkok to San Francisco via Shanghai. What a nightmare. Staff did not recognize my Star alliance status and told me to que with the rest of the chaotic crowd. Seats are tight and the food is less than mediocre. To make matters worse, you have to go through customs in Shanghai, even though you are transiting. Never again",Airbus 320,Solo Leisure,Economy Class,Bangkok to San Francisco via Shanghai,Nov-19,2,2,2,1,1,1,1,no
502,Air China,8,"""Service was smooth""",20th November 2019,True,"I had serious concerns about this airline before taking my trip, but ended up having a very good experience. So I promised myself I will write a review about it. Best value for money: what caused me to book was the offer of flying a flat bed C-class seat from JFK to Shanghai for $2,200 (return tkt), only with a quick stopover of 90 minutes in PEK. Pre-flight concerns: - I kept receiving automated emails from the airline that my itinerary has changed and that I should contact them and I can change/get a refund for my tkt. The small change that happened once was a 5 minute change in departure time which increased my layover in PEK (good thing, since you need those 90 minute to transfer) - customer service: it's impossible to reach","Boeing 747-8, Boeing 777-300,",Business,Business Class,New York JFK to Shanghai via Beijing,Nov-19,4,4,3,4,2,1,5,yes
503,Rwandair,6,"""not a bad airline""",19th September 2018,False,"The routing was Nairobi-Entebbe-Kigali-Lusaka-Johannesburg. Crazy itinerary however a good deal in terms of ticket price. First flight from Nairobi to Kigali was satisfactory. A330 from Kigali to Lusaka and Jo'burg offered lots of comfort with hot breakfast and hot snack served later. IFE was pretty pathetic on flights where it was available and otherwise non existent. On the return a terrible sandwich was served followed by a hot dinner. Overall not a bad airline, the cabin crew were very friendly. However ground services staff seem to be overwhelmed (especially when we flew the A330). Check-in was very slow both in Nairobi and in Johannesburg (Was told I was not on the list when arrived at JNB for Check-in!) and all except two departures were slightly delayed without any explanation or any information given. Good airline",Boeing 737-700/800 / A330,Solo Leisure,Economy Class,Nairobi to Johannesburg via Kigali,Aug-18,3,4,2,2,1,1,5,yes
504,Thai Smile Airways,10,"""Friendly crew, on-time departure""",9th February 2023,True,"Friendly crew, on-time departure, staff are very willing to assist, crews provide light meal and beverage throughout the flight. I request flight attendants to take photos of an empty cabin after flight they are very happy to show me.",A320ceo,Solo Leisure,Economy Class,Bangkok to Ubon Ratchathani,Feb-23,5,5,4,5,2,1,5,yes
505,Iberia Express,7,"""a nice experience""",29th July 2021,False,"Stuttgart to Las Palmas via Madrid. Before the flight, I needed to contact their hotline. The German hotline is a total disaster. Even after having tries it for more than 20 times it was impossible to reach someone. You are redirected from one announcement to another and at the end you get kicked out. Unacceptable and unprofessional. Finally I called Iberia in Spain and - to my surprise - not only did I reach someone just after three attempts. My problem was solve immediately by a friendly and competent employee. Due to the bad experience with the German hotline, we had very limited expectations regarding the flights. But - to our surprise again - all flights were quite enjoyable. Nice staff, good food, decent space. And all flights were on time. It is not a",A320/321,Couple Leisure,Business Class,Stuttgart to Las Palmas via Madrid,Jul-21,3,4,4,4,4,4,5,yes
506,Bulgaria Air,8,"""No complaints with Bulgaria Air""",7th August 2016,False,FB431 on 30 June from Sofia to Paris CDG. Check-in lines were long but for baggage drop it was quicker and they let you use the Business Class counter. Bag tagged to Paris and thru security and immigration to the gate. Boarding was via bus on the tarmac - strange as only 3 of the 10+ jet bridges were occupied. 2 buses filled up the plane. Greeted upon boarding and the attendants checked everyone boarding pass. Bottle of water in the seat for each passenger. Departed on-time and smooth flight. Drink service 2 x and a snack provided (similar to the DUS-SOF flight I was on a few days earlier). Landed on-time in Paris and off the plane quickly - bags took a bit long but overall good flight. No complaints with Bulgaria Air -,A320,Solo Leisure,Economy Class,SOF to CDG,Jul-16,3,4,3,3,1,1,4,yes
507,Batik Air,3,"""reputation for non-reliability""",19th July 2023,True,"Batik Air has a reputation for non-reliability as far as punctuality is concern, worst experience this time though. Flying in from Singapore to KL on 16th Jul 2023 was also delayed because of my arrival into KL. On the 19th Jul 2023, heading back also turned out to be a disappointment as the flight OD 807 was delayed by 1 hr 45 min.",Boeing 737,Business,Economy Class,Kuala Lumpur to Singapore,Jul-23,2,2,1,2,1,1,1,no
508,Thai Smile Airways,8,"""Cabin crew is very nice""",27th February 2023,True,"Cabin crew is very nice, Comfortable seat, domestic flight take about 1-2 hrs. they provided snack during flight Seat section no additional charge. and free 20kg load.",A320,Business,Economy Class,Bangkok to Chiang Mai,Feb-23,4,5,4,5,3,2,4,yes
509,Corendon Airlines,1,"""Never again!""",30th July 2022,True,"Never again! We had a vacation in Kemer and booked the back-flight from Corendon Airlines based on a very comfortable departure time of 2:50 p.m. On the 1st day of our vacation we were informed that departure time has been changed to 9:30 a.m. Meaning we are to lose half a day at the sea and must leave the hotel at ca. 5:00 a.m. instead of a much more comfortable 10:00 a.m. Departure day - we arrived at Antalya airport at 6:30 a.m. and were informed at the check-in desk that flight is delayed to 1:00 p.m. Could not they inform us a bit earlier? We had to wait at the airport for 5 hours and no compensation - no lounge, nothing... Our 6yo daughter was exhausted from waiting so long. The airplane was very",A330-200,Family Leisure,Economy Class,Antalya  to Frankfurt,Jul-22,1,1,1,1,1,1,3,no
510,Finnair,1,"""our transit time was too short""",8th September 2022,True,"Paris to Penang via Helsinki and Singapore. I thought Finnair was a great airline which offers awesome blueberry juice, but it turns out to be an illusion. I had travelled with my partner from Paris to Penang, Malaysia with transits at Helsinki and Singapore (final transit was operated by Jetstar). Our nightmare began as we did not receive all of our boarding pass at Charles de Gaulle Airport in Paris. The staff at the check-in counter did not provide us the boarding pass for the last flight from Singapore to Penang, without explaining further to us what was the problem and just told us to “look out” for help when we reached Singapore Changi Airport. Unfortunately, we had a delay at Helsinki Airport (they waited for some passengers) and the flight reached Singapore with about",A350,Couple Leisure,Economy Class,Paris to Penang via Helsinki and Singapore,Aug-22,2,5,4,1,3,3,2,no
511,Rwandair,7,"""good seat sizes and leg room""",13th May 2019,True,"Gatwick to Dar es salaam via Kigali. Plane has a good cabin configuration with good seat sizes and leg room in economy. Configuration at the rear of aircraft allows a large number of 2 seat, allowing easy/more access. Boarding at LGW was quick and easy. Cabin staff are efficient and happilyarrange passengers with infants and mobility to be in better seats/near bathrooms. Meals were very good, surprisingly, as the presentation was not great, it was a very bland looking tray when it arrived, but the food was very tasty, basic, in my case Salad, Chick curry and a chocolate sponge. On arrival at Kigali I was informed of a 6 hour delay to my connecting flight to Dar es Salaam, these are the moments that test airlines, how do they deal with this. In the",A330-200,Solo Leisure,Economy Class,Gatwick to Dar es salaam via Kigali,Apr-19,4,5,5,4,3,4,5,yes
512,LATAM Airlines,9,"""loved every minute of this flight""",23rd March 2023,False,"Simply loved every minute of this flight. The entire stuff are courteous, plane is very comfortable. The screens are filled with all the entertainment one can handle. Food is unbelievable, a full bar of beverages. The hand and carry-on bags were also free. Thank you for that peasant experience.",Boeing 787-9,Solo Leisure,Economy Class,Rio De Janeiro to Sao Paolo,Mar-23,5,5,5,5,5,5,5,yes
513,Corendon Airlines,8,"""level of service is very good""",9th June 2022,True,I flew the route Antalya to Frankfurt and was surprised by the good service by the Cabin crew and attention to details. Their level of service is very good but I hope they improve on their inflight meals and presentation. Other than that competent pilots and clean planes.,Boeing 737,Couple Leisure,Economy Class,Antalya to Frankfurt,Jun-22,4,4,3,4,1,1,5,yes
514,Nok Air,2,"""Never again unless unavoidable""",10th April 2023,False,"Out of 5 flights with this airline in recent months, 4 were delayed more than 1 hour, 1 was cancelled. Lesson learned. Never again unless unavoidable. The cabin interiors seem super worn, but that's the least of their many many problems. Take AirAsia instead if you can. Way better on time performance in my experience.",Boeing 737 800,Solo Leisure,Economy Class,Bangkok to Buriram,Dec-22,3,3,1,1,1,1,3,no
515,Corendon Airlines,1,"""flight would have been exactly the same without any stewardesses on board""",15th October 2021,True,"This was the worst service I’ve ever experienced on any flight in my whole life. 4.5 hours over dinner time and there's not even a small beverage included. Not to mention food. We received a menu card at the beginning of the flight with horrendous prices. When I asked to pay by card, there was no opportunity given - cash only, which wasn’t mentioned before and we had no more cash with us. So we arrived starving and dying of thirst. The only positive thing to mention is the safe take-off and landing - thanks to the pilot. But the flight would have been exactly the same without any stewardesses on board, because throughout the flight they were barely visible and not very friendly with questions and problems. I would not recommend this airline to",Boeing 737,Couple Leisure,Economy Class,Hurghada to Nuremberg,Oct-21,2,1,1,2,1,1,2,no
516,Finnair,1,"""refusing to pay my money back""",14th October 2022,True,I flew Finnair from Stockholm to Lisbon via Helsinki in business class. The trip was a total nightmare which hasn’t really ended. Finnair took in another airline (DAT) to fly us back from Lisbon. DAT couldn’t take in my dog in the hold which meant I couldn’t board the plane. It was in the middle of summer with all flights fully booked. I managed to book myself on a TAP Air Portugal which cost a fortune on short notice. Finnair has agreed to compensate me for that ticket but only with a gift card on Finnair. I’ve contacted them a million times but they’re ghosting me refusing to pay my money back. It is extremely frustrating. I’m a gold card holder and I use to fly Finnair all the time. I can’t believe they can,A320,Business,Business Class,Stockholm to Lisbon via Helsinki,Jun-22,1,1,1,1,1,1,1,no
517,Corendon Airlines,1,"""cheap, but that's it""",26th February 2020,False,"Las Palmas to Nurnberg. We flew Corendon for the first time and never again! The flight took 4.5 hours and you get nothing at all, so take everything from home or buy at the airport. We changed our departure time during the holiday so we had to pay extra money to park our car. Communication with Corendon, horror and horror! They are cheap, but that's it.",Boeing 737,Family Leisure,Economy Class,Las Palmas to Nurnberg,Feb-20,1,1,1,3,1,1,3,no
518,Nok Air,8,"""staff were friendly and trip was smooth""",18th July 2023,True,"Everything but the airline website was great. Departure was on time, staff were friendly and trip was smooth. Only issue was the booking website, where you need to pay an extra 500 baht or $18 USD fee for credit cards, essentially acting as a hidden fee. Also, the Nok website on a mobile is very poor. The drop-down menu gets in the way when you want to do anything, rendering the website useless. Much better and cheaper to book through an agency like Klook or Agoda.",Boeing 737,Couple Leisure,Economy Class,Bangkok to Nakhorn Si Thammarat,Jul-23,4,4,1,5,1,1,4,yes
519,Iberia Express,1,"""Very disappointed with the customer service""",1st May 2023,False,Rubbish airlines which change out the flight without calling. Last minute reschedule and cock up the itinerary of people. Suggest not to book. Not really responsible. Tried to fly to Spain today for a important meeting up but unfortunately not able to make it due to last minute changes. Very disappointed with the customer service in CDG airport. Too rude.,A320,Solo Leisure,Economy Class,Paris to Spain,May-23,1,2,1,1,1,1,1,no
520,Air China,6,"""planes are quite old and dirty""",8th March 2020,True,Sydney to Stockholm via Beijing. Really old and rugged airplanes and very little leg room. But the worst part is that the cabin crew makes constant in-flight announcement. Each time there is a little bump of turbulence there is an announcement in Chinese and English. It is impossible to make use of IFE system and I recommend a good pair of noise cancelling headphones. Cabin crew speaks poor English but are nice and let me change seats to the emergency seats without having to pay extra. (I am 192 cm tall so very worth while.) Lounge staff in Beijing were OK but one woman went out of her way to change our seats in the lounge making sure that we got better seats and even bumped us up to emergency row also on the second,Boeing 777 / A330,Couple Leisure,Economy Class,Sydney to Stockholm via Beijing,Jan-20,1,3,1,5,1,1,5,yes
521,Malaysia Airlines,3,"""the flight was a nightmare""",19th February 2023,True,"On the way out the crew were lovely and the food was very good. On the journey back home to UK the crew were not to be seen.. The temperature in the cabin was freezing to the point of having 3 blankets luckily as the flight wasn't full etc. Due to that fact you couldn't get comfortable with being so cold, the flight was a nightmare. Many passengers said that they shivered all the journey. We had priority economy seats which I was so pleased with until the journey began, I felt so poorly with being so tired, it tarnished the whole experience.",A350,Couple Leisure,Economy Class,Penang to Kuala Lumpur,Feb-23,4,1,1,4,3,1,1,yes
522,Iberia,1,"""no service, attendants ignored call bell""",22nd October 2021,True,"Paid full fare business class, was denied entry to the lounge despite it being included in the fare, also included and not delivered was catering and priority boarding, I got to the gate and she roped off the priority queue in front of me, showed her my ticket, she pointed to the back of the economy line and turned around. I said I'm flying business and she looked at the ticket, said ""too late, should have got here earlier"", she then proceeded to let 4 groups of people down the priority lane after I walked away, all of whom I later saw flying business class just like me. Seat was wet, covered in wine, sauce and stains, cabin full, 'nothing they can do', spent the flight uncomfortably on 2 jackets. Catering was non existent, no",A350,Business,Business Class,London to Madrid,Sep-21,1,1,1,1,1,1,1,no
523,Air China,6,"""plane brought back memories""",5th April 2020,True,"Vancouver to Guangzhou via Beijing. On my Boeing 744 trip, the plane brought back memories. Normally, I like a updated and brightly lit cabin, but the Boeing 744 really brought something special. Their food is questionable and their inflight was entertainment system can have more selections. They also have good value of money as my round trip costed just over $500CAD. Overall, they have great crew and value but can improve on the food and IFE.",B777-300ER/747-400/787-9/A330-300,Family Leisure,Economy Class,Vancouver to Guangzhou via Beijing,May-19,3,5,2,4,2,1,3,yes
524,NIKI,1,"""seats uncomfortable and narrow""",18th August 2016,False,"I flew from Alicante to Vienna return with NIKI. On the outbound flight, we had a big delay. When we boarded, the plane had not been cleaned with previous passengers trash. The seats were uncomfortable and narrow. There was no space for your legs and as they put in so many rows of seats, the hand luggage does not fit. There are some screens. However, you have to pay for headphones and there were no subtitles. The screen was just above my head and the next screen was too far away, so they were pretty useless. On the positive side, they give you a sandwich and a small glass to drink. On the inbound flight at the check-in counter they printed the boarding pass of another passenger. Fortunately I noticed it in time, but the",A320,Family Leisure,Economy Class,ALC to VIE,Aug-16,1,1,2,1,1,1,1,no
525,Iberia,3,"""at times frustrating experience""",28th October 2021,False,"All in all a very underwhelming and at times frustrating experience. Serious problems with cabin crew, service/hospitality is non-existent. We travelled in both economy and premium economy and the service and food were equally bad in both. In premium economy, I wanted to ask for some water so I put my call bell on - this was ignored for about 15 minutes (though many crew saw it) before one woman came by, turned the call light off and walked off. I had a laugh about it with a guy across the aisle, we were both in awe at the spectacularly bad service. I also spent hours and hours on their website trying unsuccessfully to check-in, it just kept freezing, tried to call customer service, was on hold for 10 minutes before being disconnected (several times)",A330,Couple Leisure,Premium Economy,Munich to Santo Domingo via Madrid,Oct-21,3,1,1,1,3,5,3,no
526,Vistara,10,"""Vistara was a fantastic experience""",29th August 2021,True,"I had flown from Delhi to Mumbai for some personal work. Vistara was a fantastic experience, they took great care of hygiene throughout the flight and this was the first time I experienced full flat beds in domestic business class within India. Business class seats had quite big screens for IFE and the service was pretty good as well given the pandemic. Since this was the morning flight, breakfast was scrambled eggs with paratha which was quite good with a bread roll and some fruits on the side, pretty good for a 1.5 hour long flight. Overall quite impressed, of course the pandemic has done away with the usual business class goodies of a welcome towel and a drink but then such are the times we live in.",A321,Solo Leisure,Business Class,New Delhi to Mumbai,Aug-21,5,5,4,5,5,5,5,yes
527,Air China,7,"""price of the ticket is very cheap""",1st February 2021,True,"Beijing to Shanghai in October 2020. When getting on the plane, the steward is efficient and fast in guiding passengers. After closing the cabin door, through a very short taxi into the runway ready to take off, without any delay, even in the National Day holiday. But the food is really average, economy class only porridge and pickles, and can't choose anymore. It provides free WiFi, but it can only watch some documentaries and movies, and can't contact the ground. Although the seats of Air China 77W are not very comfortable, the space between the seats is very large and comfortable. PTV is slow to respond, but it contains a lot of films. The landing was very smooth. When we got off the plane, every steward warmly expressed thanks and said goodbye. The price of",Boeing 777-300ER,Family Leisure,Economy Class,Shanghai to Beijing,Oct-20,2,4,2,3,5,2,5,no
