unique_id,airline_name,overall_rating,review_title,review_date,verified,review,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_beverages,ground_service,inflight_entertainment,wifi_connectivity,value_for_money,recommended
232,Norse Atlantic Airways,1,"""Worst airline, incompetent, missing baggage""",4th July 2023,False,"Worst airline, incompetent, missing baggage. Do not use this company. You think, cheaper tickets, but when you add it all up, you pay more than you pay a reputable airline company. Had to pay for ticket and checked in luggage, giving only 15 kg option for checked in luggage initially. You have to go along with it, you have to pay £30 for a single meal on flight. Then, when your ticket is confirmed, you find there are other baggage choices available but no way of changing your option. You have no choice but to pay extra for choosing any other option. When you are checking in, the staff weighs and checks the size of each n every bag you are carrying. No flexibility, even if you are 100 gms over the weight limit. My",ZO783,Solo Leisure,Economy Class,London Gatwick to Florida ( MCO),23-Jun,1,2,1,1,1,1,1,no
233,Air India,2,"""the flight was so horrible""",7th May 2023,True,"Delhi to San Francisco and the flight was so horrible. First time I was traveling by Air India and I will not recommend anyone to travel by Air India. The seat is so tight space (not comfortable), the entertainment system was broke down in the entire flight (almost 17hrs non stop journey). I ordered Muslim food when I booked the ticket but on the plane during my journey I was not given the Muslim/halal food. The food I was given was not eatable.  I will never travel by Air India and not recommend anyone to travel also by AI.",Boeing 777,Solo Leisure,Economy Class,Delhi to San Francisco,23-May,1,1,1,1,1,1,1,no
234,Jetblue Airways,2,"""misguided by the JetBlue agent""",10th July 2023,True,"I bought a JetBlue return ticket with 50 lbs of check-in baggage to travel from Atlanta and Boston from June 05 to June 10, 2023. I faced three main problems: 1) After a few days of booking, I was informed by JetBlue that my direct flight had been canceled. They also assigned me a new flight which was several hours earlier than my actual departure time from Boston. I contacted the JetBlue helpline and requested to book another flight (the only option for June 10), which wasn’t direct (rather Boston to Florida to Atlanta). 2) During the online boarding process on June 05 and 10, I had to choose a check-in baggage option and was informed that my credit card would not be charged if I had already paid for check-in baggage. I followed the",A321,Solo Leisure,Economy Class,Boston to Atlanta via Florida,23-Jun,1,5,2,1,2,2,1,no
235,Air India,1,"""irresponsible airline""",22nd May 2023,False,"The worst and irresponsible airline I have ever seen or had. My friend and I had a ticket of Air India from Vancouver to Delhi on May 21st. The flight had delay for 14 hours and finally they canceled that. They don't care about people, infants and elderly people at all. A very irresponsible and unorganized airline. I don't suggest this airline to anyone.",Air India,Business,Economy Class,Vancouver to Delhi,23-May,1,1,1,1,1,1,1,no
236,Georgian Airways,6,"""cheap low-cost airline""",1st October 2018,True,"Pros - Direct flight from Barcelona to Tbilisi. Competitive prices. Aircraft is comfortable. Cons - Can't choose your meal, No in-flight entertainment. Aircraft is rather small (Embraer 190), yet comfortable. Can't beat direct flights and good prices, other than that it just feels like a cheap low-cost airline, but still my preferred option for my location.",Embraer 190,Family Leisure,Economy Class,Barcelona to Tbilisi,18-Aug,4,3,2,3,1,1,4,yes
237,Air India,2,"""hated my overall flight experience""",3rd June 2023,True,"I did not like the plane's interior quality and how it was maintained. The plane was so old that the seats and infotainment systems were broken. People were literally trying to change seats to watch something in the screens. The most ridiculous part of all is that a manual in airlines said to not remove shoes. The people removed shoes and literally lied down on the seats, with blankets on, as if it were their beds at home. The crew did not care and was least concerned about correcting the mess. The washrooms were clogged and stinky. The attendant call was not heard for 45 minutes and till the time I stopped one myself to ask for water. I hated my overall flight experience. I don't know if these reviews are heard and seen by",Boeing 777-300ER,Solo Leisure,Economy Class,Vancouver to New Delhi,23-May,3,1,4,5,1,1,3,no
238,SATA Air Azores,3,"""service was substandard""",30th September 2016,False,"Porto to Ponta Delgado. Well, bellow average service from a below average company. Long boarding times for such a small flight. Overhead bins were stuffed because the company couldn't be bothered with asking the passengers to let their extra items go to the cargo bay, and didn't care with checking baggage sizes and number of bags per costumer which lead to a lot of passenger not having space to stow their belongings while other carried much more than they paid for. This lead to delays on the departure and lots of confusion and upset passengers. They seemed a bit amature and not profissional ground and cabin crew. At least one of the stewardesses tried to find me space for my, bag. She was in fact one of the nicest I have ever had on this",A320,Solo Leisure,Economy Class,OPO to PDL,16-Aug,3,3,2,1,1,1,1,yes
239,Pegasus Airlines,1,"""delayed for 2 hours""",23rd June 2019,False,Istanbul to Beirut. Crew was really friendly but the plane got delayed for 2 hours without any explanation. Turbulence was really bad.,B747,Family Leisure,Economy Class,Istanbul to Beirut,19-Jun,1,5,1,1,1,1,5,no
240,SATA Air Azores,10,"""smooth transitions on both ends""",11th April 2017,False,"My wife and I flew from Toronto to Ponta Delgada on Mar 22 2017 and the flight and service provided by SATA was nothing but excellent. The flight left on time, food was great. Boarding and retrieving baggage was without a hitch, can't say enough good about this airline. We took a SATA prop plane from Ponta Delgada on March 30 to Funchal, again smooth transitions on both ends. Great experience.",A330 and DH4,Couple Leisure,Economy Class,Toronto to Ponta Delgata,17-Apr,4,5,5,4,3,4,5,yes
241,SATA Air Azores,1,"""Flew this horrendous airline""",23rd May 2017,False,"Flew this horrendous airline Toronto to Las Palmas via Ponta Delgada. Going; flight was 7 hours delayed from YYZ which meant connecting flight to LPA was missed, since this airline only flies every 2-3 days from PDL, meant we were stuck in PDL for 2 nights, 3 days. Airline offered hotel and food and we had the chance to see this lovely city, we missed 3 days of our Gran Canaria holiday which meant hotel and transfer costs were suffered. Collecting hotel voucher in PDL was a nightmare, no help or direction. On return leg, the sole A330 went 'tech' in PDL which meant a 12 hour delay while they chartered another A330 from Hi Fly, no direction or instruction was given to over 200 passengers stranded in this tiny airport, we all had to",A330,Solo Leisure,Economy Class,LPA to YYZ via PDL,17-May,2,4,1,1,1,1,1,no
242,SATA Air Azores,1,"""nightmare airline""",14th June 2017,False,"Appalling airline. Worst travel experience in over 50 years of international travel. Unfortunately, it is the only airline servicing stunning Azores. Five hour flight delay on the outbound from Boston to Ponta Delgada and two hour delay on the return. Plane sat on tarmac for an hour in Boston waiting for an open gate. Planes must be ones taken out of service by major carriers. Seats are from the 80's. No inflight entertainment, which isn't a deal breaker. Just bizarre that the seat backs have screens. One flight was chartered from a Portuguese airline, HiFly. Never a good sign. One positive was that the flight attendants were accommodating and professional. Food was atrocious. So very frustrating that the spectacularly beautiful Azores is served by this nightmare airline.",A340,Solo Leisure,Economy Class,Boston to Ponta Delgada,17-Jun,1,4,1,1,1,1,2,no
243,Icelandair,7,""" the seating wasn't bad for coach""",28th August 2020,False,"I had the foresight to fly back home cheaply before borders were shut in some countries. Boeing 757's are hardly spacious but the seating wasn't bad for coach in a narrow body.The cabin was immaculate, it had that new plane smell. Crew polite and efficient, if a little reserved compared to other nationalities. I don't expect to be pampered on a low cost airline. Buy on board menu was ok, fairly priced for a European airline.",Boeing 757,Solo Leisure,Economy Class,Orlando to Copenhagen via Reykjavik,20-Mar,3,4,3,3,3,3,4,yes
244,Peruvian Airlines,1,"""horribly disappointing experience""",29th December 2017,True,"La Paz to Lima via Cusco. I chose Peruvian Airlines as it was the only flight that suited my schedule. When we arrived at the La Paz International Airport, we queued in line for 1.5 hours even though there was only about 20 people in front of us. Once we reached the front, we were informed that there would be a delay of 2 hours. Having flown Peruvian a few times, this was not unexpected. However, after waiting in the gate area for about 3 hours, a staff member came to inform us that the flight was cancelled and we were to proceed back to the check in counter to claim our luggage. Many passengers, me included, had connections in Lima and needed to reach Lima ASAP. However the earliest flight that they were able",Boeing 737,Family Leisure,Economy Class,La Paz to Lima via Cusco,17-Dec,1,2,2,1,1,1,1,no
245,Air India,1,"""book at your peril""",14th June 2023,False,"No proper response from any of the staff. Hiding all the information about flight timings. Flight got delayed for more than 14 hours. After entering into flight again a delay of one more hour for the staff to come. And the passengers with connecting international flight from Mumbai suffered a lot because of these delays. One sincere and humble request from passengers please change your staff or train your staff but please don't trouble the passenger ENTIRE NIGHT SPENT ON AIRPORT, CHANGED GATE 7 TIMES. Cancelled the flight after making us wait for 7 (till 3 am hours whereas people who had not checked in were informed at 10 only and told to come for morning flight/we were subsequently shifted to the morning flight at 5.10, which took off at 8. Third rate airline with",A321,Family Leisure,Business Class,Mumbai to Goa,23-Jun,1,1,1,1,1,1,1,no
246,Air India,1,"""Seats small and uncomfortable""",14th June 2023,False,"One can keep writing a negative review endlessly if unluckily he has traveled by Air India, but I'll keep it short, and here is my review: The flight was delayed by 5 hours. Passengers were barred from entering the airport building as the flight was delayed to avoid overcrowding and a makeshift counter without personnel was arranged and of course without a proper seating facility. There were hardly 15 chairs for more than 100 people. As it is summer in Saudi Arabia the temperature outside was around 40 degrees Celsius. The airline representative appeared once in a while and responded rudely to any queries on flight status. Experience inside the plane is another horrible experience. We felt like we were in an airplane just because it was flying. Other than that it is comparable to",A320,Family Leisure,Economy Class,Riyadh to Hyderabad,23-Jun,1,1,1,1,1,1,1,no
247,Iberia Express,1,"""crew were mediocre""",2nd March 2016,False,"Terrible experience with Iberia Express from Copenhagen to Madrid. Rubbish seat selection - a middle seat. Crew were mediocre at best, and that is being more generous than merited. The air hostess tore my carry-on bag out of my hand at shoved it into a random compartment without even bothering to tell me where it was. I had to wait for the rest of the passengers to alight before being able to find it. They had the nerve to charge 2 euros for a drink of water on a three-hour flight.",A320,Solo Leisure,Economy Class,CPH to MAD,16-Feb,3,1,1,3,1,1,2,no
248,Air India,1,"""the worst flight experience""",14th June 2023,False,"My flight from Dubai to Delhi on 13th June was horrendous, flight was delayed for 2 hours. I'm okay with delay but when we started boarding they were checking our hand luggage weight and supposedly it has to be 8 kgs at Max but they allowed 12 kgs to go through as well. When I sat on my allocated seat my IFE system wasn't working. Not only for me but the column 30-40 ABC. Our hostess were not professional. The food was served 45 mins before landing as they ran out of food. All in all the worst flight experience with Air India for me.",Boeing 787-8,Family Leisure,Economy Class,Dubai to Delhi,23-Jun,1,1,1,2,1,1,1,no
249,Thomas Cook Airlines,10,"""crew very kind and professional""",6th May 2017,False,"It was an HCPT charter from London Gatwick to Lour with Thomas Cook Airlines. The flight was comfortable, the cabin crew very kind and professional. The flight left on time such is very rare on HCPT flight. (Keep in mind HCPT is a pilgrimage trust and there are a lot of disabled children). Flight lasted 1.25 hours. We were all singing along the way and at the end we sang a song to thank the cabin manager. We got a hot breakfast with a sausage, egg, tomato, and bacon we also got a cold breakfast consisting of a muffin, orange juice and all the bits to go with a selection of drink.",A321,Family Leisure,Economy Class,London Gatwick to Lourdes,17-Apr,5,5,5,5,3,1,5,yes
250,Georgian Airways,7,"""helpful and nice staff""",3rd June 2017,False,"Tbilisi to Yerevan. This is a short trip with Georgian airlines. The flight time is just 25 minutes from Tblisi to Jerewan. Check in opened 2 hours before departure, helpful and nice staff. Transfer with bus to the small Canadair regional jet aircraft, nice interior just one air hostess. Mineral water was served during the flight and the captain gave information on the flight via the loudspeakers. Nice flight with great views.",Canadair RJ,Solo Leisure,Economy Class,Tbilisi to Yerevan,17-May,4,4,1,4,1,1,3,yes
251,CityJet,1,"""still not received my bag""",18th July 2018,True,"London City to Florence. I am utterly appalled by this airline. Not only were we diverted mid-flight from Florence to Pisa because of a technical fault (we were delayed in take off also by a technical fault - unclear if it was the same one, but the aircraft was rather old and shabby, and the toilet stunk to high heaven). Most egregiously, about 20 passengers did not have their bags loaded on to the aircraft. I received no information or apology from the airline about this. Some passengers seemed to have received a text letting them know of the issue, with a brief apology and no explanation. We were provided with a bus to Florence Airport where we were told to file a baggage claim (since CityJet do not operate out of Pisa), but there",AR8,Business,Economy Class,London City to Florence,18-Jul,4,4,4,5,1,1,1,no
252,SATA Air Azores,1,"""no attempt to offer an explanation""",26th October 2017,False,"Boston to Lisbon return via Ponta Delgada. Left Boston with a delay as has been the norm for the last few years! The flight to Lisbon was uneventful of note the way SATA boards their flights: instead of calling the passengers by class, everyone camps right at the gate and so the process becomes a nightmare similar to a herd of bison on a stampede! The real fun begins on my return to Boston where I had to arrive no later than October 20th at 9 pm. I got to the airport at 10 am, for my flight scheduled to leave Lisbon at 1:05 pm, on October 20th. My bag was checked in, my boarding pass handed to me and then, I was informed that the flight was 5 hours behind without an explanation! I",A310-300,Solo Leisure,Economy Class,Boston to Lisbon via Ponta Delgada,17-Oct,1,2,2,1,1,1,1,no
253,Blue Air,1,"""has very bad services""",8th June 2019,False,"Bucharest to Paris. Blue Air is a low cost company which has very bad services (online check-in, boarding, baggage attendants, flight attendants, etc). I do  not recommend this company and I will never use again.",Boeing 737-500,Family Leisure,Economy Class,Bucharest to Paris,19-Jun,1,1,1,1,1,1,1,no
254,SATA Air Azores,1,"""ashamed of this Portuguese airline""",5th April 2018,True,"Last month we traveled with them and it was a nightmare. First the agency (eDREAMS) that booked our flights made a ""mistake"" on the name of my daughter (infant). Because she has a long name, they only put down her initials for the first name. The last name and date of birth were correct. Noticing the mistake my wife contacted them and told them about the situation, and they said that we needed to contact eDREAMS to get it solved. My wife literally spent more than 5 hours between eDREAMS and SATA to get this solved. SATA insisted that there was nothing they could do, which sounded like a lie because if we decided to pay they could get it done. After many other calls, eDREAMS paid for the change (which was fine by me).",A320,Family Leisure,Economy Class,Lisbon to Boston via Ponta Delgada,18-Mar,1,1,1,2,1,1,1,no
255,Air India,1,"""never seen such kind of chaos""",27th June 2023,True,"Worst experience. After making us sit inside the plane they announced that flight delayed by one hour due to congestion, no news after even two hours and then started giving us excuses like ground staff clearance and after 6 hours sitting in the plane they started fueling. There were a lot of arguments in the plane with staff and ground clearance but they never listened. Most probably they did not have to fuel or their was an issue between pilot and ground staff as the pilot after being coerced after nearly 4 hours of no response from him announced that ground staff will speak. The pilot never came out of the cockpit to speak to the passengers, never seen such kind of chaos. Will never fly air india",Boeing 787,Solo Leisure,Economy Class,London Gatwick to Goa,23-Jun,1,1,1,1,1,1,1,no
256,Jetblue Airways,3,"""wouldn't help with a room""",26th June 2023,False,"The day before our flight left Reno, Jetblue emailed saying our flight would be late. As a result, we missed our connecting flight in FLL & JAX. The rep for Jetblue said she could book us the following day, but wouldn't help with a room. We're still stuck here waiting for a supposed flight that we had to change gates for. All in all, it's taken us 24 hours to fly from Reno to Jacksonville via Jetblue. No amount of leg room or TV screens will EVER bring us back to your airline.",A320,Couple Leisure,Economy Class,Los Angeles to Ft Lauderdale Va Jacksonville,23-Jun,1,4,3,1,3,2,1,no
257,South African Airways,8,"""Really impressive service""",19th August 2017,False,"East London to London via Johannesburg. Really impressive service on SAA to deal with a late departure on a domestic flight by an hour with an already tight connection onto a long haul flight from Johannesburg. On boarding and making the cabin crew aware of my concern, they smiled and reassured that I would make it no problem. This was confirmed when the captain announced during his pre-take-off message that he was aware of a passenger connecting to London, (and some others onto Munich), that he had alerted this to the ground staff in Johannesburg, and that there would be staff waiting at the gate on arrival to whisk us through to the connecting flights - exactly that happened! It was a pleasure to see everything work as promised, and took the stress out of",Boeing 737 / A330,Solo Leisure,Economy Class,East London to London via Johannesburg,17-Aug,4,4,4,5,4,1,4,yes
258,AirAsia X,6,"""changed my seat after take-off""",5th January 2019,True,"Seoul Incheon to Kuala Lumpur. The check in counter only opened 2 hours before flight and the queue to check in was so long. There were no self check in kiosk. We were in the airport 5 hours before flight. We were in a rush to catch up the flight as we had to take train to the gate. After we boarded the aircraft and put our luggage in the compartment, the aircraft was out of power due to problems with Ground Power Unit(GPU). The pilot did an announcement regarding it but no estimation time given. Passengers were still boarding at this time with limited light and small aisle. It’s really not worth it to pay for hot seats and having to face awful stuff. But kudos to one of the cabin crew on the",A330,Couple Leisure,Premium Economy,Seoul Incheon to Kuala Lumpur,19-Jan,3,5,4,2,4,4,3,no
259,Norse Atlantic Airways,1,"""Back to BA I go""",20th June 2023,False,"First of all, a toddler would have been more capable to complete the job than the so-called cabin crew on board! They are absolutely rude and definitely are in the wrong job. The service is non-existent, and they call it premium economy, but it’s worse than economy on British Airways. The flight was delayed, the TV was broken – and the food was diabolical. Will never fly with Norse Atlantic again. When I asked if they had any other food options, the crew member, I rolled at me and walked away. Back to BA I go.",Boeing 787-9,Solo Leisure,Premium Economy,London Gatwick to Orlando,23-Jun,1,1,1,1,1,1,1,no
260,SATA Air Azores,1,"""airline gets worse every year""",15th August 2018,True,"Boston to Terceira. This airline gets worse every year. They essentially have the monopoly in the Azores, as far as routes and usually pricing, meaning they don't care how poorly they treat customers. I have often had them tell me there are no flights available, only to arrive at the airport to see the exact flight I wanted only half full. I have flown close to 100 times, and almost a dozen times with SATA, and I have never been asked to weigh my carry-on bags. Any other airline doesn't generally care, as long as it fits. On 12 August, we were on a flight that was less than half full, on a large A321 with plenty of overhead and cabin space. I assume because they wanted to make some extra bang for their buck,",A321,Couple Leisure,Economy Class,Boston to Terceira,18-Aug,1,3,1,1,1,2,1,no
261,Norse Atlantic Airways,1,"""I won’t fly with them again""",3rd July 2023,True,"Terrible experience flying out of Gatwick, an hour to check in for Premium. Total chaos, calling forward customers whose flights were about to depart, even for Premium. An hour in line just for document check, as we weren’t checking any bags! They need proper online check in! No comparison to the airport experience that Virgin provides at Heathrow. Onboard in Premium is fine, but I won’t fly with them again just because of the high stress airport experience. It also reminds me never to fly out of Gatwick. Norse also do not support TSA precheck/KTN for departing USA. A real pain all around. I won’t fly with Norse again.",Boeing v787,Family Leisure,Premium Economy,London Gatwick to Fort Lauderdale,23-Jul,4,3,1,1,2,1,2,no
262,Air India,1,"""No value for money""",5th July 2023,True,Totally uncomfortable seats and again entertainment system is not working and even power outlet is not working. This is my 3rd trip and same all 3 times. Seems like this is my last flight with Air India. No value for money.,Boeing 777-300ER,Solo Leisure,Economy Class,Newark to Mumbai,23-Jul,1,3,2,3,1,1,2,no
263,Air India,9,"""staff extremely kind and helpful""",15th June 2023,False,"The flight was great! The staff were extremely kind and helpful, the entertainment system were very easy-to-use and the food was really good as well. The inside of the flight was very nice (All Air India flights are being renovated to match or be even better than the likes of Emirates and Qatar Airways). This was one of the best flights I have been on, better than British Airways, Etihad and tied to Lufthansa.",Boeing 787-800,Solo Leisure,Economy Class,Delhi to Toronto,23-Jun,4,5,5,4,3,4,5,yes
264,Air Italy,3,"""a 2nd rate unprofessional operation""",18th July 2019,False,Flew Business Class from Milan to New York. Worst Business Class I have ever experienced. We were made to stand for one hour before boarding and the gate agents were never advised by the Captain that the flight would be delayed as the plane had to be cleaned! The board stated that we were leaving on time though this was clearly not the case. All they had to do is post a new departure time instead of leaving the original departure time on the board. I suspected something fishy in Cagliari when I noticed that 2 of their flights to Milan were over one hour delayed. Fortunately we flew Alitalia on this route. The food was awful except for the pasta dish which was served lukewarm. The seats were not completely flat but this did,A330,Business,Business Class,Milan to New York,19-Jul,5,1,1,5,1,1,2,no
265,Vistara,9,"""I would definitely recommend it""",18th August 2022,False,"I would definitely recommend it. The staff are very polite and speak excellent Hindi and English. Some innovative ways to introduce safety announcements before the flight. The food is delicious and authentic.  There is plenty of entertainment from both Hollywood and Bollywood as well. The only thing I would improve is that for tall people like myself, there isn't a lot of leg room. Otherwise, everything is excellent.",Boeing 787-9,Solo Leisure,Economy Class,Bengaluru to London via Delhi,22-Aug,3,5,5,5,5,2,5,yes
266,Nok Air,3,"""my last time with Nok Air""",10th May 2016,False,"About Nok Air I have nothing to complain about their economy service that I think is fair, but their premium seat service is a failure. Last time I paid the extra service of premium seat to receive as they offer, exclusive check in, priority boarding, special seats and priority baggage delivery. To my question where is the premium check in counter I received the answer ""we not have one"". To my question why no sticker for priority delivery of bag the answer was: you no need one"". When I asked why there is no priority boarding for premium the answer was: ""why you didn't asked for it when we called for boarding"". My final question was why we pay extra for services that we don't receive and the answer was: ""You can choose another airline",Boeing 737-800,Solo Leisure,Premium Economy,DMK to HKT,16-May,4,4,3,1,1,1,2,no
267,Nepal Airlines,6,"""overall it was great""",1st February 2020,False,"Hong Kong to Kathmandu. The food of Nepal Airlines was the best. The entertainment was average and even the seat, but overall it was great! There was no delays which was great.",A320,Family Leisure,Economy Class,Hong Kong to Kathmandu,19-Aug,4,5,5,5,2,1,4,yes
268,Royal Jordanian Airlines,2,"""One of my worst airline experiences""",23rd July 2022,True,Return trip from London to Kuwait turned into a complete farce. Connecting flight in Amman was cancelled and new flight was announced as 24 hours later ! About 2 hour wait at the airport followed by another 3-4 hour wait at the Amman Airport Hotel (a 2 star facility at best) in the middle of the night to get a room key for room arranged by airline. Complete chaos at the hotel with no airline representative present and the airline had also ‘forgotten’ to provide vouchers before shipping passengers from 3 different cancelled flights to the hotel. Airline also stamped a very restrictive transit visa on everyone’s passport which forbade leaving the hotel or getting a different hotel on own expense. I qualified for a tourist visa on arrival but was not informed. I would,Boeing 787 / A321,Solo Leisure,Business Class,London to Kuwait via Amman,22-Jul,3,4,3,1,2,2,2,no
269,Air Canada,10,"""a great experience""",27th April 2023,False,"We flew from Toronto, Canada (YYZ) to Providenciales, Turks and Caicos (BPV) for vacation. Everything was amazing the crew was easily 5 stars, we met one of the flight attendants at the gate and saw our kids looking at all the planes, she offered them to sit in the cockpit once we made it to our destination. The kids enjoyed the flight. The flight came with complimentary drinks, the food did cost extra we didn't purchase but other passengers were saying it was well worth it. The IFE had lots of options and the WIFI was very fast. The pilots made a very soft landing we deboarded in 5 minutes, we did deboard last because the pilots let the kids stay in the cockpit for a bit, they learned so much! Overall definitely fly with",A321-200,Family Leisure,Economy Class,Toronto to Providenciales,23-Jan,5,5,5,5,5,4,5,yes
270,Royal Jordanian Airlines,1,"""The absolute worst round trip""",3rd September 2022,False,The absolute worst round trip from Los Angeles to Amman in my life. The service is horrible on both ends. From the start of the trip until I arrived and the same coming back. Cancellation and non organization. Just chaos.  They tell you one thing on the phone and the complete opposite when your under the gun at the airport. They make you wish walking was the best option of travel. It’s the most disappointing experience of travel I can ever think of. Nightmare experience.,Boeing 787,Family Leisure,Economy Class,Amman to Chicago,22-Aug,1,1,1,1,1,1,1,no
271,Royal Jordanian Airlines,8,"""a pleasant experience""",16th September 2022,True,"My flight from London to Amman and the return flight were all good. Clean comfortable plane, half full on the outbound flight and full on the return. Polite friendly cabin crew. The flights left and arrived on time. Choice of hot meal. Basic but ok entertainment system. I couldn't fault them and they compared very favourably with British Airways who now only serve a bottle of water and a bag of crisps on this route which, for a 5 hour flight arriving into Amman after midnight, is outrageous. All in all a pleasant experience",Boeing 787,Solo Leisure,Economy Class,London to Amman,22-Sep,4,4,4,4,3,4,4,yes
272,Royal Jordanian Airlines,1,"""pay for a flatbed, get cramped upright seat""",14th October 2022,True,"Never ever book and pay for a flatbed on Royal Jordanian. They advertise a flatbed. You pay for a flatbed, and they give you a cramped upright seat on a dirty old A320. It is a scam because you have no recourse and no way to change flights or ask for a refund due to the late notice of aircraft change being provided. We had a long flight from Rome to Bangkok and we booked RJ, especially and only because they advertised a flatbed on a new 787. Less than 24 hours before departure we got an email, you have an aircraft change to a short haul A320, with cramped uprights seats. I phoned their reservation centre who are hopeless and couldn't understand what the problem was. Ground staff and the cabin crew had no",A320,Business,Business Class,Rome to Bangkok via Amman,22-Oct,1,1,1,1,1,1,1,no
273,Royal Jordanian Airlines,1,"""worst service in our lives""",1st November 2022,False,"Wife and I flew here back in May and just the other day. Lost luggage 2 pieces x5 days. Thus time 2x pieces luggage now counting 3rd day. Cannot say the customer service is awful because when you are rarely able to reach anyone you get the run around no responsibility, no professionalism, no accountability. I could go on about the flights themselves yet would take far too long here. Been traveling globally for 40 years and we have never seen and had to experience worst service in our lives. Yet, they have the audacity to charge outrageous prices and their idea of excellence is simply getting you there in one piece alive. Pitiful, pathetic, incredulous to describe briefly! STAY AWAY, you will be denied access to water on the plane and the food is",Boeing 787,Business,Economy Class,Atlanta to Paris via Amman,22-Oct,1,1,1,1,3,1,1,no
274,Royal Jordanian Airlines,6,"""the aircraft was not well cleaned""",8th December 2022,True,After boarding the aircraft and finding my way to my seat I noticed that it was very dirty and there was trash in my seat. The flight attendant was kind enough to clean my seat for me but I was disappointed to find that the aircraft was not well cleaned.,Boeing 787,Solo Leisure,Business Class,Detroit to Beirut via Amman,22-Nov,4,4,4,4,4,4,4,yes
275,Bamboo Airways,10,"""satisfied with this flight""",11th October 2019,True,Ho Chi Minh City to Hanoi. Really satisfied with this flight. Flight was on time. Meal was very tasty. Cabin crew were professional and friendly.,A320,Business,Business Class,Ho Chi Minh City to Hanoi,19-Jul,5,5,5,5,5,5,5,yes
276,Alaska Airlines,1,"""carpet was so dirty""",24th July 2023,False,"Never again! My ticket was messed up, I had to take a later flight and sit in the airport for 3 hours, replacement flight was in main cabin when I paid for 1st class, and the plane was SO DISGUSTING. The carpet was so dirty and sticky, it it pulled my shoe off. I cant believe this airline operates this way.",Boeing 737-800,Solo Leisure,First Class,Dallas to Seattle via Dallas,23-Jul,1,1,1,1,1,1,1,no
277,Bamboo Airways,10,"""service was impeccable""",15th December 2019,True,"Hanoi to Ho Chi Minh City. I have tried both business and economy class, service was impeccable, impossible to find any faults. Despite being a low-cost carrier, Bamboo Airways still includes in-flight meal and luggage which is much better and exceeds Vietjet Air. I highly recommend this airline to those who want to travel domestically inside Vietnam.",A320,Solo Leisure,Economy Class,Hanoi to Ho Chi Minh City,19-Jan,5,5,5,5,5,5,5,yes
278,Alaska Airlines,2,"""a lot of shortfalls all over the place""",22nd July 2023,True,"No in flight entertainment. Inconvenient food ordering system that has to be done in advance. People who had flight delays/changes with kids and planned to get food in the airport were at risk of having no food available because of the limited amount they had for those who didn’t order in advance. My flights were either extremely hot or extremely cold. The first class seating had broken charging ports that had coffee spills on them. Stewardess simply said 3 of the first class chargers are broken (out of 8?), so the two of us in my row are out of luck. The tray between the two first class seats was just gross. Dirty. The ticket counter was absolute chaos both on the way here and on the way back. Half of the self serve baggage",Boeing 737,Solo Leisure,First Class,Anchorage to Detroit via Seattle,23-Jul,1,2,2,1,1,1,2,no
279,CSA Czech Airlines,2,"""could have been much better""",24th May 2020,True,"Prague to Amsterdam. Flight could have been much better. Seat was old, dirty and uncomfortable. Paying for Business class with LCC service. Cabin Crew were okay. Food on board tasted good. Boarding started 10 minutes before departure. No in-flight entertainment. To call it ""business class"" is a joke. This airline is in the same level with Wizz/Ryanair except with high prices and poor service. Not worth the upgrade to business!",A319,Business,Business Class,Prague to Amsterdam,20-May,2,3,3,2,1,1,1,no
280,CSA Czech Airlines,9,"""Staff was nice and friendly""",10th January 2020,True,"Prague to Copenhagen. Flight was operated by Czech Airlines A319 (reg. OK-MEL), not with lowcost Smartwings 737, like almost all other CSA flights. Departure was delayed only about 10 minutes, we arrived on time. Staff was nice and friendly. Ordered food was so expensive (260CZK), but delicious. Aircraft was clean and seats were comfortable.",A319,Solo Leisure,Economy Class,Prague to Copenhagen,19-Oct,5,5,4,5,2,1,5,yes
281,CSA Czech Airlines,9,"""I was very pleasantly surprised""",18th December 2019,True,"Prague to Rome. I didn't expect a lot when booking a flight with Czech Airlines but I was very pleasantly surprised. The plane was a Smartwings one, the interior wasn't new, but was clean and working well. The flight was on time, there was also an inflight wifi, which worked well. Crew was polite, nice and attentive, only water was given for free, but that's normal nowadays. However, Czech Airlines offer so called ""Gourmet menu"" for 14€, which must be purchased online at least one day before take-off. For that 14€ you get a tasty hot meal served on porcelain, dessert, salad, fresh buns with butter and three drinks including wine/beer and hot drinks, served in glass or porcelain cups. All that with maximum willingness and professionalism. To conclude, give this airline with almost 100",Boeing 737-800,Family Leisure,Economy Class,Prague to Rome,19-Dec,4,5,5,4,4,4,4,yes
282,CSA Czech Airlines,1,"""below-average low cost carrier""",29th November 2019,True,"Barcelona to Prague. I used to be a Gold member of OK Plus for more than 10 years, but as soon as it was bought by Travel Service and everything went down (quality, service etc.), I stopped using CSA completely. I tried them after quite a long time on single journey from BCN to PRG and will not fly again. They try to be seen as regular airline, in reality this is below-average low cost carrier. I have even paid for upgrade to C class - food terrible, service terrible, being sat in 2nd row the legroom space close to zero. On a positive note, we were not delayed, apart from that nothing to write home about.",Boeing 737-800,Business,Business Class,Barcelona to Prague,19-Nov,1,2,1,1,1,1,1,no
